case,event,startTime,completeTime
37,G,2019/01/10 22:13:13.813,2019/01/10 22:13:13.813
35,H,2019/01/10 22:16:42.149,2019/01/10 22:16:42.149
43,A,2019/01/10 22:20:00.000,2019/01/10 22:20:00.000
24,G,2019/01/10 22:21:46.686,2019/01/10 22:21:46.686
12,H,2019/01/10 22:22:02.482,2019/01/10 22:22:02.482
31,C,2019/01/10 22:23:16.959,2019/01/10 22:23:16.959
19,G,2019/01/10 22:24:00.491,2019/01/10 22:24:00.491
38,B,2019/01/10 22:25:32.079,2019/01/10 22:25:32.079
27,M,2019/01/10 22:27:00.344,2019/01/10 22:27:00.344
34,E,2019/01/10 22:27:11.235,2019/01/10 22:27:11.235
30,O,2019/01/10 22:28:39.185,2019/01/10 22:28:39.185
5,L,2019/01/10 22:29:36.367,2019/01/10 22:29:36.367
39,A,2019/01/10 22:30:44.487,2019/01/10 22:30:44.487
42,F,2019/01/10 22:31:25.767,2019/01/10 22:31:25.767
29,G,2019/01/10 22:34:25.848,2019/01/10 22:34:25.848
36,I,2019/01/10 22:36:21.795,2019/01/10 22:36:21.795
21,O,2019/01/10 22:38:21.780,2019/01/10 22:38:21.780
33,G,2019/01/10 22:38:28.555,2019/01/10 22:38:28.555
41,C,2019/01/10 22:39:30.821,2019/01/10 22:39:30.821
44,A,2019/01/10 22:40:00.000,2019/01/10 22:40:00.000
37,H,2019/01/10 22:41:16.767,2019/01/10 22:41:16.767
43,F,2019/01/10 22:48:27.474,2019/01/10 22:48:27.474
24,H,2019/01/10 22:52:43.364,2019/01/10 22:52:43.364
19,I,2019/01/10 22:52:56.675,2019/01/10 22:52:56.675
38,C,2019/01/10 22:55:02.436,2019/01/10 22:55:02.436
39,B,2019/01/10 22:56:32.658,2019/01/10 22:56:32.658
34,G,2019/01/10 22:56:38.549,2019/01/10 22:56:38.549
27,O,2019/01/10 22:57:53.818,2019/01/10 22:57:53.818
31,A,2019/01/10 22:58:08.710,2019/01/10 22:58:08.710
45,A,2019/01/10 23:00:00.000,2019/01/10 23:00:00.000
42,D,2019/01/10 23:00:34.171,2019/01/10 23:00:34.171
5,M,2019/01/10 23:01:52.724,2019/01/10 23:01:52.724
29,I,2019/01/10 23:04:30.586,2019/01/10 23:04:30.586
33,H,2019/01/10 23:06:35.839,2019/01/10 23:06:35.839
36,J,2019/01/10 23:07:09.825,2019/01/10 23:07:09.825
44,B,2019/01/10 23:08:08.051,2019/01/10 23:08:08.051
41,A,2019/01/10 23:10:21.403,2019/01/10 23:10:21.403
43,D,2019/01/10 23:13:34.169,2019/01/10 23:13:34.169
46,A,2019/01/10 23:20:00.000,2019/01/10 23:20:00.000
38,A,2019/01/10 23:21:41.607,2019/01/10 23:21:41.607
31,B,2019/01/10 23:21:49.538,2019/01/10 23:21:49.538
19,J,2019/01/10 23:23:21.367,2019/01/10 23:23:21.367
46,F,2019/01/10 23:24:37.001,2019/01/10 23:24:37.001
34,H,2019/01/10 23:25:14.450,2019/01/10 23:25:14.450
39,C,2019/01/10 23:27:52.101,2019/01/10 23:27:52.101
45,B,2019/01/10 23:29:46.071,2019/01/10 23:29:46.071
46,D,2019/01/10 23:30:06.514,2019/01/10 23:30:06.514
5,N,2019/01/10 23:31:43.275,2019/01/10 23:31:43.275
42,E,2019/01/10 23:34:27.379,2019/01/10 23:34:27.379
46,E,2019/01/10 23:34:35.538,2019/01/10 23:34:35.538
29,J,2019/01/10 23:37:06.457,2019/01/10 23:37:06.457
46,G,2019/01/10 23:38:54.074,2019/01/10 23:38:54.074
41,F,2019/01/10 23:39:12.788,2019/01/10 23:39:12.788
47,A,2019/01/10 23:40:00.000,2019/01/10 23:40:00.000
44,C,2019/01/10 23:41:56.966,2019/01/10 23:41:56.966
36,K,2019/01/10 23:43:14.250,2019/01/10 23:43:14.250
46,I,2019/01/10 23:44:26.949,2019/01/10 23:44:26.949
43,E,2019/01/10 23:44:37.096,2019/01/10 23:44:37.096
46,J,2019/01/10 23:48:42.995,2019/01/10 23:48:42.995
31,C,2019/01/10 23:49:02.362,2019/01/10 23:49:02.362
19,L,2019/01/10 23:51:06.189,2019/01/10 23:51:06.189
46,L,2019/01/10 23:54:34.739,2019/01/10 23:54:34.739
38,F,2019/01/10 23:54:39.276,2019/01/10 23:54:39.276
39,A,2019/01/10 23:58:50.867,2019/01/10 23:58:50.867
46,M,2019/01/10 23:59:03.235,2019/01/10 23:59:03.235
48,A,2019/01/11 00:00:00.000,2019/01/11 00:00:00.000
45,C,2019/01/11 00:00:42.998,2019/01/11 00:00:42.998
46,N,2019/01/11 00:04:32.648,2019/01/11 00:04:32.648
42,G,2019/01/11 00:06:00.499,2019/01/11 00:06:00.499
41,D,2019/01/11 00:07:34.394,2019/01/11 00:07:34.394
47,B,2019/01/11 00:09:06.744,2019/01/11 00:09:06.744
29,L,2019/01/11 00:10:14.928,2019/01/11 00:10:14.928
36,M,2019/01/11 00:13:45.362,2019/01/11 00:13:45.362
43,G,2019/01/11 00:14:30.924,2019/01/11 00:14:30.924
31,A,2019/01/11 00:15:40.034,2019/01/11 00:15:40.034
44,A,2019/01/11 00:19:32.504,2019/01/11 00:19:32.504
19,M,2019/01/11 00:19:40.693,2019/01/11 00:19:40.693
49,A,2019/01/11 00:20:00.000,2019/01/11 00:20:00.000
39,F,2019/01/11 00:25:02.346,2019/01/11 00:25:02.346
38,D,2019/01/11 00:25:15.043,2019/01/11 00:25:15.043
45,A,2019/01/11 00:31:06.645,2019/01/11 00:31:06.645
48,B,2019/01/11 00:32:03.084,2019/01/11 00:32:03.084
42,I,2019/01/11 00:34:30.022,2019/01/11 00:34:30.022
47,C,2019/01/11 00:36:36.485,2019/01/11 00:36:36.485
41,E,2019/01/11 00:37:30.082,2019/01/11 00:37:30.082
29,M,2019/01/11 00:37:41.355,2019/01/11 00:37:41.355
50,A,2019/01/11 00:40:00.000,2019/01/11 00:40:00.000
36,N,2019/01/11 00:43:36.983,2019/01/11 00:43:36.983
50,F,2019/01/11 00:45:27.231,2019/01/11 00:45:27.231
31,F,2019/01/11 00:46:17.733,2019/01/11 00:46:17.733
44,F,2019/01/11 00:47:09.060,2019/01/11 00:47:09.060
49,F,2019/01/11 00:48:33.968,2019/01/11 00:48:33.968
19,O,2019/01/11 00:48:41.187,2019/01/11 00:48:41.187
50,D,2019/01/11 00:50:51.281,2019/01/11 00:50:51.281
38,E,2019/01/11 00:51:00.111,2019/01/11 00:51:00.111
43,H,2019/01/11 00:51:11.826,2019/01/11 00:51:11.826
50,E,2019/01/11 00:55:53.745,2019/01/11 00:55:53.745
51,A,2019/01/11 01:00:00.000,2019/01/11 01:00:00.000
50,G,2019/01/11 01:00:39.599,2019/01/11 01:00:39.599
48,C,2019/01/11 01:00:50.493,2019/01/11 01:00:50.493
45,B,2019/01/11 01:01:09.926,2019/01/11 01:01:09.926
39,D,2019/01/11 01:01:25.187,2019/01/11 01:01:25.187
42,J,2019/01/11 01:02:41.722,2019/01/11 01:02:41.722
51,B,2019/01/11 01:05:05.317,2019/01/11 01:05:05.317
50,I,2019/01/11 01:05:27.208,2019/01/11 01:05:27.208
47,A,2019/01/11 01:07:04.538,2019/01/11 01:07:04.538
51,C,2019/01/11 01:09:27.478,2019/01/11 01:09:27.478
41,G,2019/01/11 01:09:28.111,2019/01/11 01:09:28.111
50,J,2019/01/11 01:09:44.513,2019/01/11 01:09:44.513
29,O,2019/01/11 01:10:53.838,2019/01/11 01:10:53.838
31,D,2019/01/11 01:12:48.660,2019/01/11 01:12:48.660
50,L,2019/01/11 01:14:18.321,2019/01/11 01:14:18.321
51,A,2019/01/11 01:14:45.766,2019/01/11 01:14:45.766
44,D,2019/01/11 01:16:21.436,2019/01/11 01:16:21.436
50,M,2019/01/11 01:19:09.176,2019/01/11 01:19:09.176
51,B,2019/01/11 01:19:54.542,2019/01/11 01:19:54.542
52,A,2019/01/11 01:20:00.000,2019/01/11 01:20:00.000
38,G,2019/01/11 01:20:10.725,2019/01/11 01:20:10.725
49,D,2019/01/11 01:21:06.719,2019/01/11 01:21:06.719
52,B,2019/01/11 01:24:12.418,2019/01/11 01:24:12.418
50,N,2019/01/11 01:24:55.902,2019/01/11 01:24:55.902
51,C,2019/01/11 01:25:05.264,2019/01/11 01:25:05.264
52,C,2019/01/11 01:29:05.941,2019/01/11 01:29:05.941
51,A,2019/01/11 01:29:24.744,2019/01/11 01:29:24.744
45,C,2019/01/11 01:32:43.916,2019/01/11 01:32:43.916
48,A,2019/01/11 01:32:51.405,2019/01/11 01:32:51.405
39,E,2019/01/11 01:33:18.785,2019/01/11 01:33:18.785
52,A,2019/01/11 01:34:04.152,2019/01/11 01:34:04.152
51,B,2019/01/11 01:34:14.679,2019/01/11 01:34:14.679
47,B,2019/01/11 01:36:14.436,2019/01/11 01:36:14.436
41,H,2019/01/11 01:36:43.995,2019/01/11 01:36:43.995
42,L,2019/01/11 01:37:35.434,2019/01/11 01:37:35.434
52,B,2019/01/11 01:39:05.664,2019/01/11 01:39:05.664
51,C,2019/01/11 01:39:23.782,2019/01/11 01:39:23.782
53,A,2019/01/11 01:40:00.000,2019/01/11 01:40:00.000
31,E,2019/01/11 01:43:10.936,2019/01/11 01:43:10.936
51,A,2019/01/11 01:44:00.450,2019/01/11 01:44:00.450
52,C,2019/01/11 01:44:06.157,2019/01/11 01:44:06.157
38,H,2019/01/11 01:46:11.150,2019/01/11 01:46:11.150
44,E,2019/01/11 01:47:21.554,2019/01/11 01:47:21.554
52,A,2019/01/11 01:48:19.082,2019/01/11 01:48:19.082
51,B,2019/01/11 01:49:30.482,2019/01/11 01:49:30.482
49,E,2019/01/11 01:52:39.855,2019/01/11 01:52:39.855
52,B,2019/01/11 01:53:34.720,2019/01/11 01:53:34.720
51,C,2019/01/11 01:54:40.106,2019/01/11 01:54:40.106
52,C,2019/01/11 01:58:20.204,2019/01/11 01:58:20.204
48,B,2019/01/11 01:58:28.203,2019/01/11 01:58:28.203
51,A,2019/01/11 01:59:42.370,2019/01/11 01:59:42.370
54,A,2019/01/11 02:00:00.000,2019/01/11 02:00:00.000
45,A,2019/01/11 02:00:08.846,2019/01/11 02:00:08.846
39,G,2019/01/11 02:00:55.932,2019/01/11 02:00:55.932
52,A,2019/01/11 02:03:26.947,2019/01/11 02:03:26.947
51,F,2019/01/11 02:04:38.786,2019/01/11 02:04:38.786
54,B,2019/01/11 02:04:40.871,2019/01/11 02:04:40.871
47,C,2019/01/11 02:07:00.145,2019/01/11 02:07:00.145
42,M,2019/01/11 02:07:17.649,2019/01/11 02:07:17.649
52,F,2019/01/11 02:08:35.533,2019/01/11 02:08:35.533
51,D,2019/01/11 02:09:05.404,2019/01/11 02:09:05.404
54,C,2019/01/11 02:09:12.413,2019/01/11 02:09:12.413
53,F,2019/01/11 02:10:38.548,2019/01/11 02:10:38.548
52,D,2019/01/11 02:13:27.594,2019/01/11 02:13:27.594
31,G,2019/01/11 02:13:43.185,2019/01/11 02:13:43.185
51,E,2019/01/11 02:13:55.519,2019/01/11 02:13:55.519
54,A,2019/01/11 02:14:16.881,2019/01/11 02:14:16.881
51,G,2019/01/11 02:18:16.854,2019/01/11 02:18:16.854
52,E,2019/01/11 02:18:35.635,2019/01/11 02:18:35.635
54,B,2019/01/11 02:18:52.118,2019/01/11 02:18:52.118
49,G,2019/01/11 02:19:34.472,2019/01/11 02:19:34.472
55,A,2019/01/11 02:20:00.000,2019/01/11 02:20:00.000
44,G,2019/01/11 02:20:57.307,2019/01/11 02:20:57.307
51,I,2019/01/11 02:22:45.351,2019/01/11 02:22:45.351
55,B,2019/01/11 02:23:24.168,2019/01/11 02:23:24.168
54,C,2019/01/11 02:24:24.420,2019/01/11 02:24:24.420
52,G,2019/01/11 02:24:28.579,2019/01/11 02:24:28.579
55,C,2019/01/11 02:27:49.128,2019/01/11 02:27:49.128
51,J,2019/01/11 02:28:07.067,2019/01/11 02:28:07.067
45,F,2019/01/11 02:29:10.824,2019/01/11 02:29:10.824
54,A,2019/01/11 02:29:36.861,2019/01/11 02:29:36.861
52,H,2019/01/11 02:30:12.093,2019/01/11 02:30:12.093
39,H,2019/01/11 02:30:59.764,2019/01/11 02:30:59.764
48,C,2019/01/11 02:32:53.203,2019/01/11 02:32:53.203
51,L,2019/01/11 02:33:01.233,2019/01/11 02:33:01.233
55,A,2019/01/11 02:33:30.214,2019/01/11 02:33:30.214
54,F,2019/01/11 02:34:09.275,2019/01/11 02:34:09.275
47,A,2019/01/11 02:37:53.843,2019/01/11 02:37:53.843
51,M,2019/01/11 02:37:58.764,2019/01/11 02:37:58.764
55,F,2019/01/11 02:37:59.552,2019/01/11 02:37:59.552
54,D,2019/01/11 02:38:13.670,2019/01/11 02:38:13.670
56,A,2019/01/11 02:40:00.000,2019/01/11 02:40:00.000
42,O,2019/01/11 02:40:15.970,2019/01/11 02:40:15.970
51,O,2019/01/11 02:42:35.281,2019/01/11 02:42:35.281
55,D,2019/01/11 02:43:20.136,2019/01/11 02:43:20.136
54,E,2019/01/11 02:44:15.006,2019/01/11 02:44:15.006
53,D,2019/01/11 02:45:10.197,2019/01/11 02:45:10.197
31,H,2019/01/11 02:45:33.448,2019/01/11 02:45:33.448
56,F,2019/01/11 02:45:45.151,2019/01/11 02:45:45.151
55,E,2019/01/11 02:48:16.493,2019/01/11 02:48:16.493
54,G,2019/01/11 02:49:48.047,2019/01/11 02:49:48.047
44,H,2019/01/11 02:50:19.311,2019/01/11 02:50:19.311
56,D,2019/01/11 02:51:04.482,2019/01/11 02:51:04.482
49,I,2019/01/11 02:51:12.205,2019/01/11 02:51:12.205
55,G,2019/01/11 02:52:47.008,2019/01/11 02:52:47.008
54,H,2019/01/11 02:54:34.391,2019/01/11 02:54:34.391
56,E,2019/01/11 02:56:45.868,2019/01/11 02:56:45.868
55,H,2019/01/11 02:57:35.483,2019/01/11 02:57:35.483
45,D,2019/01/11 02:58:30.282,2019/01/11 02:58:30.282
57,A,2019/01/11 03:00:00.000,2019/01/11 03:00:00.000
56,G,2019/01/11 03:02:04.876,2019/01/11 03:02:04.876
48,A,2019/01/11 03:04:45.177,2019/01/11 03:04:45.177
57,F,2019/01/11 03:05:02.424,2019/01/11 03:05:02.424
56,H,2019/01/11 03:07:32.279,2019/01/11 03:07:32.279
47,B,2019/01/11 03:08:48.616,2019/01/11 03:08:48.616
57,D,2019/01/11 03:09:11.375,2019/01/11 03:09:11.375
53,E,2019/01/11 03:14:25.060,2019/01/11 03:14:25.060
57,E,2019/01/11 03:14:25.295,2019/01/11 03:14:25.295
57,G,2019/01/11 03:19:25.827,2019/01/11 03:19:25.827
58,A,2019/01/11 03:20:00.000,2019/01/11 03:20:00.000
49,J,2019/01/11 03:23:10.995,2019/01/11 03:23:10.995
58,F,2019/01/11 03:25:07.508,2019/01/11 03:25:07.508
57,H,2019/01/11 03:25:14.395,2019/01/11 03:25:14.395
58,D,2019/01/11 03:29:15.892,2019/01/11 03:29:15.892
45,E,2019/01/11 03:31:55.239,2019/01/11 03:31:55.239
48,B,2019/01/11 03:32:35.862,2019/01/11 03:32:35.862
58,E,2019/01/11 03:33:53.361,2019/01/11 03:33:53.361
58,G,2019/01/11 03:39:00.469,2019/01/11 03:39:00.469
59,A,2019/01/11 03:40:00.000,2019/01/11 03:40:00.000
47,C,2019/01/11 03:43:20.618,2019/01/11 03:43:20.618
58,I,2019/01/11 03:43:46.000,2019/01/11 03:43:46.000
53,G,2019/01/11 03:44:55.516,2019/01/11 03:44:55.516
58,J,2019/01/11 03:47:56.460,2019/01/11 03:47:56.460
58,K,2019/01/11 03:53:14.078,2019/01/11 03:53:14.078
49,L,2019/01/11 03:53:19.895,2019/01/11 03:53:19.895
58,M,2019/01/11 03:58:51.180,2019/01/11 03:58:51.180
60,A,2019/01/11 04:00:00.000,2019/01/11 04:00:00.000
48,C,2019/01/11 04:00:10.315,2019/01/11 04:00:10.315
45,G,2019/01/11 04:02:42.523,2019/01/11 04:02:42.523
58,O,2019/01/11 04:04:38.671,2019/01/11 04:04:38.671
60,F,2019/01/11 04:05:28.243,2019/01/11 04:05:28.243
60,D,2019/01/11 04:09:49.175,2019/01/11 04:09:49.175
53,I,2019/01/11 04:11:34.715,2019/01/11 04:11:34.715
47,A,2019/01/11 04:13:38.837,2019/01/11 04:13:38.837
60,E,2019/01/11 04:14:30.950,2019/01/11 04:14:30.950
59,F,2019/01/11 04:15:55.257,2019/01/11 04:15:55.257
60,G,2019/01/11 04:19:37.114,2019/01/11 04:19:37.114
61,A,2019/01/11 04:20:00.000,2019/01/11 04:20:00.000
49,M,2019/01/11 04:22:06.686,2019/01/11 04:22:06.686
61,B,2019/01/11 04:24:46.492,2019/01/11 04:24:46.492
60,H,2019/01/11 04:25:03.101,2019/01/11 04:25:03.101
48,A,2019/01/11 04:28:01.595,2019/01/11 04:28:01.595
61,C,2019/01/11 04:29:21.337,2019/01/11 04:29:21.337
61,A,2019/01/11 04:33:50.971,2019/01/11 04:33:50.971
45,H,2019/01/11 04:34:45.071,2019/01/11 04:34:45.071
53,J,2019/01/11 04:37:18.941,2019/01/11 04:37:18.941
61,B,2019/01/11 04:38:52.377,2019/01/11 04:38:52.377
62,A,2019/01/11 04:40:00.000,2019/01/11 04:40:00.000
47,F,2019/01/11 04:42:12.005,2019/01/11 04:42:12.005
61,C,2019/01/11 04:43:40.481,2019/01/11 04:43:40.481
59,D,2019/01/11 04:44:19.689,2019/01/11 04:44:19.689
62,F,2019/01/11 04:44:44.844,2019/01/11 04:44:44.844
61,A,2019/01/11 04:48:47.117,2019/01/11 04:48:47.117
49,O,2019/01/11 04:49:33.712,2019/01/11 04:49:33.712
62,D,2019/01/11 04:50:12.881,2019/01/11 04:50:12.881
61,F,2019/01/11 04:53:52.092,2019/01/11 04:53:52.092
62,E,2019/01/11 04:55:13.454,2019/01/11 04:55:13.454
61,D,2019/01/11 04:59:03.410,2019/01/11 04:59:03.410
63,A,2019/01/11 05:00:00.000,2019/01/11 05:00:00.000
62,G,2019/01/11 05:00:34.813,2019/01/11 05:00:34.813
48,F,2019/01/11 05:01:30.960,2019/01/11 05:01:30.960
61,E,2019/01/11 05:04:36.483,2019/01/11 05:04:36.483
63,F,2019/01/11 05:05:29.269,2019/01/11 05:05:29.269
62,I,2019/01/11 05:06:09.926,2019/01/11 05:06:09.926
61,G,2019/01/11 05:10:09.993,2019/01/11 05:10:09.993
47,D,2019/01/11 05:10:27.198,2019/01/11 05:10:27.198
63,D,2019/01/11 05:10:40.513,2019/01/11 05:10:40.513
62,J,2019/01/11 05:11:14.773,2019/01/11 05:11:14.773
53,K,2019/01/11 05:13:18.512,2019/01/11 05:13:18.512
61,I,2019/01/11 05:14:51.221,2019/01/11 05:14:51.221
63,E,2019/01/11 05:15:09.070,2019/01/11 05:15:09.070
59,E,2019/01/11 05:15:34.353,2019/01/11 05:15:34.353
62,L,2019/01/11 05:16:37.853,2019/01/11 05:16:37.853
61,J,2019/01/11 05:19:28.077,2019/01/11 05:19:28.077
64,A,2019/01/11 05:20:00.000,2019/01/11 05:20:00.000
63,G,2019/01/11 05:20:23.556,2019/01/11 05:20:23.556
62,M,2019/01/11 05:21:55.934,2019/01/11 05:21:55.934
61,L,2019/01/11 05:23:54.425,2019/01/11 05:23:54.425
63,H,2019/01/11 05:24:25.694,2019/01/11 05:24:25.694
48,D,2019/01/11 05:25:11.917,2019/01/11 05:25:11.917
64,F,2019/01/11 05:25:21.344,2019/01/11 05:25:21.344
62,N,2019/01/11 05:26:27.375,2019/01/11 05:26:27.375
61,M,2019/01/11 05:28:42.462,2019/01/11 05:28:42.462
64,D,2019/01/11 05:30:19.352,2019/01/11 05:30:19.352
61,N,2019/01/11 05:33:34.836,2019/01/11 05:33:34.836
64,E,2019/01/11 05:36:12.340,2019/01/11 05:36:12.340
65,A,2019/01/11 05:40:00.000,2019/01/11 05:40:00.000
64,G,2019/01/11 05:40:51.355,2019/01/11 05:40:51.355
53,M,2019/01/11 05:43:27.273,2019/01/11 05:43:27.273
47,E,2019/01/11 05:44:46.598,2019/01/11 05:44:46.598
65,F,2019/01/11 05:45:37.006,2019/01/11 05:45:37.006
64,H,2019/01/11 05:46:11.995,2019/01/11 05:46:11.995
59,G,2019/01/11 05:51:23.146,2019/01/11 05:51:23.146
65,D,2019/01/11 05:51:45.473,2019/01/11 05:51:45.473
48,E,2019/01/11 05:53:11.251,2019/01/11 05:53:11.251
65,E,2019/01/11 05:56:52.012,2019/01/11 05:56:52.012
66,A,2019/01/11 06:00:00.000,2019/01/11 06:00:00.000
65,G,2019/01/11 06:00:51.393,2019/01/11 06:00:51.393
66,B,2019/01/11 06:05:01.189,2019/01/11 06:05:01.189
65,I,2019/01/11 06:05:37.320,2019/01/11 06:05:37.320
53,N,2019/01/11 06:06:37.577,2019/01/11 06:06:37.577
66,C,2019/01/11 06:09:24.340,2019/01/11 06:09:24.340
65,J,2019/01/11 06:11:25.222,2019/01/11 06:11:25.222
47,G,2019/01/11 06:13:28.898,2019/01/11 06:13:28.898
66,A,2019/01/11 06:14:51.149,2019/01/11 06:14:51.149
65,L,2019/01/11 06:16:19.200,2019/01/11 06:16:19.200
59,I,2019/01/11 06:17:26.073,2019/01/11 06:17:26.073
48,G,2019/01/11 06:18:41.601,2019/01/11 06:18:41.601
66,B,2019/01/11 06:19:29.020,2019/01/11 06:19:29.020
67,A,2019/01/11 06:20:00.000,2019/01/11 06:20:00.000
65,M,2019/01/11 06:21:03.829,2019/01/11 06:21:03.829
66,C,2019/01/11 06:23:45.897,2019/01/11 06:23:45.897
67,F,2019/01/11 06:24:40.240,2019/01/11 06:24:40.240
65,O,2019/01/11 06:26:41.414,2019/01/11 06:26:41.414
66,A,2019/01/11 06:29:07.587,2019/01/11 06:29:07.587
67,D,2019/01/11 06:30:10.397,2019/01/11 06:30:10.397
66,B,2019/01/11 06:34:08.778,2019/01/11 06:34:08.778
67,E,2019/01/11 06:35:43.163,2019/01/11 06:35:43.163
66,C,2019/01/11 06:39:21.354,2019/01/11 06:39:21.354
68,A,2019/01/11 06:40:00.000,2019/01/11 06:40:00.000
67,G,2019/01/11 06:40:10.938,2019/01/11 06:40:10.938
66,A,2019/01/11 06:44:06.386,2019/01/11 06:44:06.386
68,F,2019/01/11 06:44:49.365,2019/01/11 06:44:49.365
67,I,2019/01/11 06:44:54.706,2019/01/11 06:44:54.706
59,J,2019/01/11 06:46:12.371,2019/01/11 06:46:12.371
47,I,2019/01/11 06:46:50.754,2019/01/11 06:46:50.754
48,I,2019/01/11 06:47:22.972,2019/01/11 06:47:22.972
66,F,2019/01/11 06:49:41.878,2019/01/11 06:49:41.878
68,D,2019/01/11 06:50:33.021,2019/01/11 06:50:33.021
67,J,2019/01/11 06:51:03.577,2019/01/11 06:51:03.577
66,D,2019/01/11 06:55:17.047,2019/01/11 06:55:17.047
68,E,2019/01/11 06:55:54.695,2019/01/11 06:55:54.695
67,L,2019/01/11 06:56:07.792,2019/01/11 06:56:07.792
69,A,2019/01/11 07:00:00.000,2019/01/11 07:00:00.000
66,E,2019/01/11 07:00:37.478,2019/01/11 07:00:37.478
68,G,2019/01/11 07:01:34.585,2019/01/11 07:01:34.585
67,M,2019/01/11 07:02:05.459,2019/01/11 07:02:05.459
69,B,2019/01/11 07:05:24.792,2019/01/11 07:05:24.792
66,G,2019/01/11 07:06:16.394,2019/01/11 07:06:16.394
68,H,2019/01/11 07:06:25.229,2019/01/11 07:06:25.229
67,N,2019/01/11 07:07:40.996,2019/01/11 07:07:40.996
69,C,2019/01/11 07:10:52.467,2019/01/11 07:10:52.467
66,I,2019/01/11 07:11:08.429,2019/01/11 07:11:08.429
59,K,2019/01/11 07:14:40.184,2019/01/11 07:14:40.184
69,A,2019/01/11 07:15:39.317,2019/01/11 07:15:39.317
48,J,2019/01/11 07:15:39.469,2019/01/11 07:15:39.469
66,J,2019/01/11 07:17:15.939,2019/01/11 07:17:15.939
70,A,2019/01/11 07:20:00.000,2019/01/11 07:20:00.000
69,B,2019/01/11 07:20:08.428,2019/01/11 07:20:08.428
47,J,2019/01/11 07:20:25.877,2019/01/11 07:20:25.877
66,L,2019/01/11 07:21:51.749,2019/01/11 07:21:51.749
69,C,2019/01/11 07:24:38.745,2019/01/11 07:24:38.745
70,F,2019/01/11 07:25:17.359,2019/01/11 07:25:17.359
66,M,2019/01/11 07:27:07.412,2019/01/11 07:27:07.412
70,D,2019/01/11 07:29:25.946,2019/01/11 07:29:25.946
69,A,2019/01/11 07:30:09.890,2019/01/11 07:30:09.890
66,O,2019/01/11 07:32:02.221,2019/01/11 07:32:02.221
70,E,2019/01/11 07:34:22.543,2019/01/11 07:34:22.543
69,B,2019/01/11 07:35:22.493,2019/01/11 07:35:22.493
70,G,2019/01/11 07:39:42.877,2019/01/11 07:39:42.877
69,C,2019/01/11 07:39:48.892,2019/01/11 07:39:48.892
71,A,2019/01/11 07:40:00.000,2019/01/11 07:40:00.000
48,K,2019/01/11 07:42:59.060,2019/01/11 07:42:59.060
69,A,2019/01/11 07:44:28.920,2019/01/11 07:44:28.920
71,B,2019/01/11 07:45:09.949,2019/01/11 07:45:09.949
70,I,2019/01/11 07:45:38.108,2019/01/11 07:45:38.108
59,M,2019/01/11 07:46:26.887,2019/01/11 07:46:26.887
69,B,2019/01/11 07:49:07.739,2019/01/11 07:49:07.739
47,K,2019/01/11 07:49:34.052,2019/01/11 07:49:34.052
70,J,2019/01/11 07:49:53.768,2019/01/11 07:49:53.768
71,C,2019/01/11 07:50:02.175,2019/01/11 07:50:02.175
69,C,2019/01/11 07:53:51.185,2019/01/11 07:53:51.185
71,A,2019/01/11 07:54:57.445,2019/01/11 07:54:57.445
70,K,2019/01/11 07:55:22.485,2019/01/11 07:55:22.485
69,A,2019/01/11 07:58:17.388,2019/01/11 07:58:17.388
71,B,2019/01/11 07:59:50.797,2019/01/11 07:59:50.797
72,A,2019/01/11 08:00:00.000,2019/01/11 08:00:00.000
70,M,2019/01/11 08:00:13.148,2019/01/11 08:00:13.148
69,B,2019/01/11 08:03:04.424,2019/01/11 08:03:04.424
72,F,2019/01/11 08:04:23.449,2019/01/11 08:04:23.449
70,N,2019/01/11 08:05:16.849,2019/01/11 08:05:16.849
71,C,2019/01/11 08:05:40.212,2019/01/11 08:05:40.212
69,C,2019/01/11 08:07:23.855,2019/01/11 08:07:23.855
72,D,2019/01/11 08:08:58.061,2019/01/11 08:08:58.061
48,M,2019/01/11 08:09:56.701,2019/01/11 08:09:56.701
71,A,2019/01/11 08:11:20.188,2019/01/11 08:11:20.188
69,A,2019/01/11 08:12:18.918,2019/01/11 08:12:18.918
72,E,2019/01/11 08:13:41.239,2019/01/11 08:13:41.239
71,B,2019/01/11 08:16:45.013,2019/01/11 08:16:45.013
69,F,2019/01/11 08:16:59.375,2019/01/11 08:16:59.375
59,N,2019/01/11 08:18:01.079,2019/01/11 08:18:01.079
72,G,2019/01/11 08:19:17.773,2019/01/11 08:19:17.773
73,A,2019/01/11 08:20:00.000,2019/01/11 08:20:00.000
47,M,2019/01/11 08:20:42.228,2019/01/11 08:20:42.228
71,C,2019/01/11 08:22:04.625,2019/01/11 08:22:04.625
69,D,2019/01/11 08:22:31.394,2019/01/11 08:22:31.394
72,H,2019/01/11 08:23:49.909,2019/01/11 08:23:49.909
73,B,2019/01/11 08:24:43.099,2019/01/11 08:24:43.099
71,A,2019/01/11 08:27:26.084,2019/01/11 08:27:26.084
69,E,2019/01/11 08:27:33.545,2019/01/11 08:27:33.545
73,C,2019/01/11 08:30:24.210,2019/01/11 08:30:24.210
69,G,2019/01/11 08:32:28.086,2019/01/11 08:32:28.086
71,F,2019/01/11 08:32:30.587,2019/01/11 08:32:30.587
73,A,2019/01/11 08:36:03.370,2019/01/11 08:36:03.370
