case,event,startTime,completeTime
223,A,2019/01/13 10:20:00.000,2019/01/13 10:20:00.000
217,D,2019/01/13 10:22:22.509,2019/01/13 10:22:22.509
220,C,2019/01/13 10:22:33.519,2019/01/13 10:22:33.519
207,F,2019/01/13 10:23:29.429,2019/01/13 10:23:29.429
215,F,2019/01/13 10:23:41.224,2019/01/13 10:23:41.224
213,K,2019/01/13 10:25:14.839,2019/01/13 10:25:14.839
214,A,2019/01/13 10:26:40.379,2019/01/13 10:26:40.379
222,B,2019/01/13 10:30:56.787,2019/01/13 10:30:56.787
219,A,2019/01/13 10:34:45.592,2019/01/13 10:34:45.592
216,C,2019/01/13 10:34:58.276,2019/01/13 10:34:58.276
208,M,2019/01/13 10:37:12.386,2019/01/13 10:37:12.386
212,M,2019/01/13 10:39:55.413,2019/01/13 10:39:55.413
224,A,2019/01/13 10:40:00.000,2019/01/13 10:40:00.000
221,C,2019/01/13 10:41:37.626,2019/01/13 10:41:37.626
210,J,2019/01/13 10:41:55.040,2019/01/13 10:41:55.040
205,G,2019/01/13 10:44:02.217,2019/01/13 10:44:02.217
218,G,2019/01/13 10:46:04.688,2019/01/13 10:46:04.688
223,B,2019/01/13 10:47:36.197,2019/01/13 10:47:36.197
217,F,2019/01/13 10:49:19.396,2019/01/13 10:49:19.396
203,H,2019/01/13 10:49:58.495,2019/01/13 10:49:58.495
220,A,2019/01/13 10:51:03.121,2019/01/13 10:51:03.121
213,M,2019/01/13 10:51:33.706,2019/01/13 10:51:33.706
207,E,2019/01/13 10:53:39.963,2019/01/13 10:53:39.963
215,E,2019/01/13 10:55:44.761,2019/01/13 10:55:44.761
214,B,2019/01/13 10:58:59.013,2019/01/13 10:58:59.013
225,A,2019/01/13 11:00:00.000,2019/01/13 11:00:00.000
222,C,2019/01/13 11:00:37.603,2019/01/13 11:00:37.603
216,A,2019/01/13 11:00:46.173,2019/01/13 11:00:46.173
208,N,2019/01/13 11:05:15.407,2019/01/13 11:05:15.407
219,B,2019/01/13 11:06:09.850,2019/01/13 11:06:09.850
212,O,2019/01/13 11:08:22.076,2019/01/13 11:08:22.076
221,A,2019/01/13 11:08:44.776,2019/01/13 11:08:44.776
224,B,2019/01/13 11:09:27.396,2019/01/13 11:09:27.396
210,K,2019/01/13 11:11:37.612,2019/01/13 11:11:37.612
217,E,2019/01/13 11:13:49.315,2019/01/13 11:13:49.315
205,H,2019/01/13 11:15:56.447,2019/01/13 11:15:56.447
226,A,2019/01/13 11:20:00.000,2019/01/13 11:20:00.000
218,H,2019/01/13 11:21:23.461,2019/01/13 11:21:23.461
223,C,2019/01/13 11:21:38.405,2019/01/13 11:21:38.405
213,O,2019/01/13 11:22:33.982,2019/01/13 11:22:33.982
207,G,2019/01/13 11:22:42.386,2019/01/13 11:22:42.386
220,B,2019/01/13 11:23:06.221,2019/01/13 11:23:06.221
215,G,2019/01/13 11:24:35.589,2019/01/13 11:24:35.589
225,D,2019/01/13 11:25:16.739,2019/01/13 11:25:16.739
222,A,2019/01/13 11:29:47.416,2019/01/13 11:29:47.416
216,D,2019/01/13 11:29:50.929,2019/01/13 11:29:50.929
214,C,2019/01/13 11:29:58.203,2019/01/13 11:29:58.203
217,G,2019/01/13 11:36:14.028,2019/01/13 11:36:14.028
219,C,2019/01/13 11:36:55.301,2019/01/13 11:36:55.301
221,D,2019/01/13 11:38:43.103,2019/01/13 11:38:43.103
227,A,2019/01/13 11:40:00.000,2019/01/13 11:40:00.000
210,M,2019/01/13 11:42:03.646,2019/01/13 11:42:03.646
224,C,2019/01/13 11:43:37.459,2019/01/13 11:43:37.459
226,D,2019/01/13 11:48:04.656,2019/01/13 11:48:04.656
223,A,2019/01/13 11:50:00.363,2019/01/13 11:50:00.363
207,H,2019/01/13 11:52:36.736,2019/01/13 11:52:36.736
215,I,2019/01/13 11:55:34.548,2019/01/13 11:55:34.548
222,B,2019/01/13 11:55:39.310,2019/01/13 11:55:39.310
225,F,2019/01/13 11:56:08.069,2019/01/13 11:56:08.069
220,C,2019/01/13 11:57:18.159,2019/01/13 11:57:18.159
228,A,2019/01/13 12:00:00.000,2019/01/13 12:00:00.000
216,F,2019/01/13 12:01:45.195,2019/01/13 12:01:45.195
214,A,2019/01/13 12:02:32.108,2019/01/13 12:02:32.108
217,H,2019/01/13 12:06:00.560,2019/01/13 12:06:00.560
219,A,2019/01/13 12:09:09.137,2019/01/13 12:09:09.137
221,F,2019/01/13 12:09:53.568,2019/01/13 12:09:53.568
210,N,2019/01/13 12:10:57.582,2019/01/13 12:10:57.582
227,D,2019/01/13 12:13:13.561,2019/01/13 12:13:13.561
224,A,2019/01/13 12:13:22.505,2019/01/13 12:13:22.505
226,F,2019/01/13 12:16:33.837,2019/01/13 12:16:33.837
229,A,2019/01/13 12:20:00.000,2019/01/13 12:20:00.000
223,D,2019/01/13 12:20:49.137,2019/01/13 12:20:49.137
225,E,2019/01/13 12:21:41.047,2019/01/13 12:21:41.047
215,J,2019/01/13 12:27:10.412,2019/01/13 12:27:10.412
214,B,2019/01/13 12:31:15.329,2019/01/13 12:31:15.329
216,E,2019/01/13 12:31:45.976,2019/01/13 12:31:45.976
228,B,2019/01/13 12:31:48.584,2019/01/13 12:31:48.584
222,C,2019/01/13 12:33:13.097,2019/01/13 12:33:13.097
220,A,2019/01/13 12:35:08.013,2019/01/13 12:35:08.013
230,A,2019/01/13 12:40:00.000,2019/01/13 12:40:00.000
227,F,2019/01/13 12:40:35.860,2019/01/13 12:40:35.860
219,B,2019/01/13 12:41:10.333,2019/01/13 12:41:10.333
221,E,2019/01/13 12:41:43.209,2019/01/13 12:41:43.209
224,D,2019/01/13 12:44:02.885,2019/01/13 12:44:02.885
223,F,2019/01/13 12:45:56.390,2019/01/13 12:45:56.390
226,E,2019/01/13 12:46:50.460,2019/01/13 12:46:50.460
229,D,2019/01/13 12:49:04.179,2019/01/13 12:49:04.179
225,G,2019/01/13 12:53:14.715,2019/01/13 12:53:14.715
231,A,2019/01/13 13:00:00.000,2019/01/13 13:00:00.000
216,G,2019/01/13 13:00:07.082,2019/01/13 13:00:07.082
215,K,2019/01/13 13:00:09.489,2019/01/13 13:00:09.489
228,C,2019/01/13 13:00:34.379,2019/01/13 13:00:34.379
222,A,2019/01/13 13:01:19.482,2019/01/13 13:01:19.482
214,C,2019/01/13 13:02:24.903,2019/01/13 13:02:24.903
220,D,2019/01/13 13:03:13.205,2019/01/13 13:03:13.205
219,C,2019/01/13 13:07:56.451,2019/01/13 13:07:56.451
227,E,2019/01/13 13:07:58.978,2019/01/13 13:07:58.978
230,D,2019/01/13 13:11:58.322,2019/01/13 13:11:58.322
221,G,2019/01/13 13:12:50.720,2019/01/13 13:12:50.720
224,F,2019/01/13 13:15:04.955,2019/01/13 13:15:04.955
223,E,2019/01/13 13:18:08.935,2019/01/13 13:18:08.935
229,F,2019/01/13 13:18:54.594,2019/01/13 13:18:54.594
232,A,2019/01/13 13:20:00.000,2019/01/13 13:20:00.000
226,G,2019/01/13 13:21:55.506,2019/01/13 13:21:55.506
225,I,2019/01/13 13:24:46.123,2019/01/13 13:24:46.123
215,M,2019/01/13 13:28:32.929,2019/01/13 13:28:32.929
231,D,2019/01/13 13:28:43.369,2019/01/13 13:28:43.369
222,B,2019/01/13 13:31:04.262,2019/01/13 13:31:04.262
228,A,2019/01/13 13:32:48.751,2019/01/13 13:32:48.751
214,A,2019/01/13 13:32:54.222,2019/01/13 13:32:54.222
220,F,2019/01/13 13:33:56.410,2019/01/13 13:33:56.410
216,H,2019/01/13 13:33:58.953,2019/01/13 13:33:58.953
219,A,2019/01/13 13:38:04.072,2019/01/13 13:38:04.072
227,G,2019/01/13 13:38:13.431,2019/01/13 13:38:13.431
230,F,2019/01/13 13:39:43.589,2019/01/13 13:39:43.589
233,A,2019/01/13 13:40:00.000,2019/01/13 13:40:00.000
224,E,2019/01/13 13:42:28.832,2019/01/13 13:42:28.832
221,H,2019/01/13 13:46:32.673,2019/01/13 13:46:32.673
232,B,2019/01/13 13:48:10.621,2019/01/13 13:48:10.621
223,G,2019/01/13 13:49:16.479,2019/01/13 13:49:16.479
225,J,2019/01/13 13:52:23.461,2019/01/13 13:52:23.461
222,C,2019/01/13 13:53:54.368,2019/01/13 13:53:54.368
226,I,2019/01/13 13:54:59.948,2019/01/13 13:54:59.948
229,E,2019/01/13 13:55:03.717,2019/01/13 13:55:03.717
215,O,2019/01/13 13:58:08.238,2019/01/13 13:58:08.238
234,A,2019/01/13 14:00:00.000,2019/01/13 14:00:00.000
231,F,2019/01/13 14:00:20.642,2019/01/13 14:00:20.642
214,B,2019/01/13 14:01:15.489,2019/01/13 14:01:15.489
228,D,2019/01/13 14:01:38.322,2019/01/13 14:01:38.322
220,E,2019/01/13 14:05:09.034,2019/01/13 14:05:09.034
227,H,2019/01/13 14:05:30.650,2019/01/13 14:05:30.650
219,D,2019/01/13 14:06:03.843,2019/01/13 14:06:03.843
233,D,2019/01/13 14:06:55.274,2019/01/13 14:06:55.274
230,E,2019/01/13 14:08:23.430,2019/01/13 14:08:23.430
224,G,2019/01/13 14:16:57.574,2019/01/13 14:16:57.574
235,A,2019/01/13 14:20:00.000,2019/01/13 14:20:00.000
223,H,2019/01/13 14:21:06.579,2019/01/13 14:21:06.579
225,K,2019/01/13 14:21:19.197,2019/01/13 14:21:19.197
232,C,2019/01/13 14:21:26.023,2019/01/13 14:21:26.023
222,A,2019/01/13 14:25:23.066,2019/01/13 14:25:23.066
234,B,2019/01/13 14:26:26.265,2019/01/13 14:26:26.265
226,J,2019/01/13 14:27:59.877,2019/01/13 14:27:59.877
229,G,2019/01/13 14:29:04.509,2019/01/13 14:29:04.509
214,C,2019/01/13 14:31:10.734,2019/01/13 14:31:10.734
220,G,2019/01/13 14:31:58.942,2019/01/13 14:31:58.942
228,F,2019/01/13 14:32:41.802,2019/01/13 14:32:41.802
219,F,2019/01/13 14:33:13.872,2019/01/13 14:33:13.872
231,E,2019/01/13 14:33:43.349,2019/01/13 14:33:43.349
233,F,2019/01/13 14:35:16.855,2019/01/13 14:35:16.855
230,G,2019/01/13 14:37:18.848,2019/01/13 14:37:18.848
236,A,2019/01/13 14:40:00.000,2019/01/13 14:40:00.000
224,I,2019/01/13 14:41:24.867,2019/01/13 14:41:24.867
222,D,2019/01/13 14:49:41.236,2019/01/13 14:49:41.236
235,D,2019/01/13 14:49:55.039,2019/01/13 14:49:55.039
225,M,2019/01/13 14:53:13.675,2019/01/13 14:53:13.675
232,A,2019/01/13 14:54:52.290,2019/01/13 14:54:52.290
234,C,2019/01/13 14:55:29.379,2019/01/13 14:55:29.379
229,H,2019/01/13 14:56:48.665,2019/01/13 14:56:48.665
226,L,2019/01/13 14:57:14.808,2019/01/13 14:57:14.808
231,G,2019/01/13 14:58:18.465,2019/01/13 14:58:18.465
237,A,2019/01/13 15:00:00.000,2019/01/13 15:00:00.000
214,A,2019/01/13 15:01:06.464,2019/01/13 15:01:06.464
220,H,2019/01/13 15:01:47.028,2019/01/13 15:01:47.028
219,E,2019/01/13 15:04:57.579,2019/01/13 15:04:57.579
228,E,2019/01/13 15:05:01.031,2019/01/13 15:05:01.031
233,E,2019/01/13 15:05:12.641,2019/01/13 15:05:12.641
230,I,2019/01/13 15:07:37.300,2019/01/13 15:07:37.300
224,J,2019/01/13 15:09:20.741,2019/01/13 15:09:20.741
236,D,2019/01/13 15:12:35.081,2019/01/13 15:12:35.081
222,F,2019/01/13 15:16:50.931,2019/01/13 15:16:50.931
235,F,2019/01/13 15:19:23.263,2019/01/13 15:19:23.263
225,N,2019/01/13 15:19:24.897,2019/01/13 15:19:24.897
238,A,2019/01/13 15:20:00.000,2019/01/13 15:20:00.000
231,I,2019/01/13 15:25:28.699,2019/01/13 15:25:28.699
234,A,2019/01/13 15:25:52.442,2019/01/13 15:25:52.442
226,M,2019/01/13 15:26:57.139,2019/01/13 15:26:57.139
237,B,2019/01/13 15:26:57.864,2019/01/13 15:26:57.864
232,B,2019/01/13 15:28:16.268,2019/01/13 15:28:16.268
214,D,2019/01/13 15:29:03.896,2019/01/13 15:29:03.896
228,G,2019/01/13 15:32:48.997,2019/01/13 15:32:48.997
219,G,2019/01/13 15:33:21.924,2019/01/13 15:33:21.924
233,G,2019/01/13 15:36:54.321,2019/01/13 15:36:54.321
224,K,2019/01/13 15:39:37.432,2019/01/13 15:39:37.432
230,J,2019/01/13 15:39:58.065,2019/01/13 15:39:58.065
239,A,2019/01/13 15:40:00.000,2019/01/13 15:40:00.000
222,E,2019/01/13 15:41:46.262,2019/01/13 15:41:46.262
236,F,2019/01/13 15:43:18.805,2019/01/13 15:43:18.805
238,D,2019/01/13 15:48:11.254,2019/01/13 15:48:11.254
237,C,2019/01/13 15:50:27.698,2019/01/13 15:50:27.698
235,E,2019/01/13 15:53:17.680,2019/01/13 15:53:17.680
234,D,2019/01/13 15:55:07.829,2019/01/13 15:55:07.829
231,J,2019/01/13 15:58:18.476,2019/01/13 15:58:18.476
232,C,2019/01/13 15:59:13.838,2019/01/13 15:59:13.838
240,A,2019/01/13 16:00:00.000,2019/01/13 16:00:00.000
214,F,2019/01/13 16:00:25.513,2019/01/13 16:00:25.513
226,O,2019/01/13 16:00:43.477,2019/01/13 16:00:43.477
228,I,2019/01/13 16:01:00.114,2019/01/13 16:01:00.114
219,H,2019/01/13 16:04:12.350,2019/01/13 16:04:12.350
233,I,2019/01/13 16:06:39.198,2019/01/13 16:06:39.198
230,L,2019/01/13 16:07:46.165,2019/01/13 16:07:46.165
239,D,2019/01/13 16:08:42.840,2019/01/13 16:08:42.840
222,G,2019/01/13 16:12:03.041,2019/01/13 16:12:03.041
224,M,2019/01/13 16:13:02.262,2019/01/13 16:13:02.262
236,E,2019/01/13 16:15:38.786,2019/01/13 16:15:38.786
235,G,2019/01/13 16:17:57.808,2019/01/13 16:17:57.808
234,F,2019/01/13 16:18:55.611,2019/01/13 16:18:55.611
241,A,2019/01/13 16:20:00.000,2019/01/13 16:20:00.000
238,F,2019/01/13 16:22:46.141,2019/01/13 16:22:46.141
240,D,2019/01/13 16:26:10.386,2019/01/13 16:26:10.386
232,A,2019/01/13 16:26:41.827,2019/01/13 16:26:41.827
237,A,2019/01/13 16:27:47.429,2019/01/13 16:27:47.429
231,K,2019/01/13 16:29:08.584,2019/01/13 16:29:08.584
214,E,2019/01/13 16:29:12.171,2019/01/13 16:29:12.171
228,J,2019/01/13 16:29:53.482,2019/01/13 16:29:53.482
233,J,2019/01/13 16:34:34.413,2019/01/13 16:34:34.413
242,A,2019/01/13 16:40:00.000,2019/01/13 16:40:00.000
239,F,2019/01/13 16:40:36.838,2019/01/13 16:40:36.838
230,M,2019/01/13 16:41:05.824,2019/01/13 16:41:05.824
222,I,2019/01/13 16:41:22.160,2019/01/13 16:41:22.160
236,G,2019/01/13 16:43:11.752,2019/01/13 16:43:11.752
235,H,2019/01/13 16:45:55.124,2019/01/13 16:45:55.124
224,O,2019/01/13 16:47:29.241,2019/01/13 16:47:29.241
234,E,2019/01/13 16:47:37.890,2019/01/13 16:47:37.890
241,D,2019/01/13 16:50:36.336,2019/01/13 16:50:36.336
231,M,2019/01/13 16:55:11.748,2019/01/13 16:55:11.748
238,E,2019/01/13 16:55:12.584,2019/01/13 16:55:12.584
228,K,2019/01/13 16:55:47.556,2019/01/13 16:55:47.556
237,D,2019/01/13 16:57:07.776,2019/01/13 16:57:07.776
232,B,2019/01/13 16:57:53.963,2019/01/13 16:57:53.963
214,G,2019/01/13 16:58:36.434,2019/01/13 16:58:36.434
243,A,2019/01/13 17:00:00.000,2019/01/13 17:00:00.000
240,F,2019/01/13 17:00:00.042,2019/01/13 17:00:00.042
233,K,2019/01/13 17:02:11.540,2019/01/13 17:02:11.540
239,E,2019/01/13 17:10:01.302,2019/01/13 17:10:01.302
242,D,2019/01/13 17:11:24.022,2019/01/13 17:11:24.022
222,J,2019/01/13 17:11:46.629,2019/01/13 17:11:46.629
230,N,2019/01/13 17:14:26.134,2019/01/13 17:14:26.134
236,H,2019/01/13 17:16:59.970,2019/01/13 17:16:59.970
238,G,2019/01/13 17:18:24.582,2019/01/13 17:18:24.582
244,A,2019/01/13 17:20:00.000,2019/01/13 17:20:00.000
234,G,2019/01/13 17:22:56.420,2019/01/13 17:22:56.420
241,F,2019/01/13 17:23:29.285,2019/01/13 17:23:29.285
231,O,2019/01/13 17:24:12.907,2019/01/13 17:24:12.907
237,F,2019/01/13 17:25:47.094,2019/01/13 17:25:47.094
240,E,2019/01/13 17:25:48.007,2019/01/13 17:25:48.007
214,H,2019/01/13 17:26:57.946,2019/01/13 17:26:57.946
228,M,2019/01/13 17:27:10.170,2019/01/13 17:27:10.170
243,B,2019/01/13 17:28:05.344,2019/01/13 17:28:05.344
232,C,2019/01/13 17:28:28.472,2019/01/13 17:28:28.472
233,M,2019/01/13 17:31:09.654,2019/01/13 17:31:09.654
239,G,2019/01/13 17:39:57.851,2019/01/13 17:39:57.851
245,A,2019/01/13 17:40:00.000,2019/01/13 17:40:00.000
222,K,2019/01/13 17:41:26.657,2019/01/13 17:41:26.657
238,I,2019/01/13 17:45:07.690,2019/01/13 17:45:07.690
242,F,2019/01/13 17:46:42.867,2019/01/13 17:46:42.867
244,B,2019/01/13 17:46:51.003,2019/01/13 17:46:51.003
237,E,2019/01/13 17:49:42.984,2019/01/13 17:49:42.984
234,I,2019/01/13 17:51:35.244,2019/01/13 17:51:35.244
240,G,2019/01/13 17:54:31.256,2019/01/13 17:54:31.256
241,E,2019/01/13 17:54:35.005,2019/01/13 17:54:35.005
232,A,2019/01/13 17:55:13.915,2019/01/13 17:55:13.915
228,O,2019/01/13 17:59:08.631,2019/01/13 17:59:08.631
243,C,2019/01/13 17:59:13.849,2019/01/13 17:59:13.849
246,A,2019/01/13 18:00:00.000,2019/01/13 18:00:00.000
233,N,2019/01/13 18:00:26.061,2019/01/13 18:00:26.061
239,H,2019/01/13 18:04:39.196,2019/01/13 18:04:39.196
245,B,2019/01/13 18:07:59.769,2019/01/13 18:07:59.769
238,J,2019/01/13 18:09:27.685,2019/01/13 18:09:27.685
222,M,2019/01/13 18:11:59.278,2019/01/13 18:11:59.278
244,C,2019/01/13 18:18:51.287,2019/01/13 18:18:51.287
237,G,2019/01/13 18:18:57.590,2019/01/13 18:18:57.590
247,A,2019/01/13 18:20:00.000,2019/01/13 18:20:00.000
242,E,2019/01/13 18:22:21.684,2019/01/13 18:22:21.684
240,H,2019/01/13 18:23:38.855,2019/01/13 18:23:38.855
234,J,2019/01/13 18:25:57.568,2019/01/13 18:25:57.568
246,D,2019/01/13 18:26:15.449,2019/01/13 18:26:15.449
241,G,2019/01/13 18:26:50.923,2019/01/13 18:26:50.923
243,A,2019/01/13 18:29:08.515,2019/01/13 18:29:08.515
232,B,2019/01/13 18:29:22.708,2019/01/13 18:29:22.708
245,C,2019/01/13 18:39:07.513,2019/01/13 18:39:07.513
248,A,2019/01/13 18:40:00.000,2019/01/13 18:40:00.000
238,L,2019/01/13 18:42:13.457,2019/01/13 18:42:13.457
222,O,2019/01/13 18:43:34.759,2019/01/13 18:43:34.759
237,I,2019/01/13 18:49:27.514,2019/01/13 18:49:27.514
247,B,2019/01/13 18:49:36.908,2019/01/13 18:49:36.908
244,A,2019/01/13 18:50:15.358,2019/01/13 18:50:15.358
242,G,2019/01/13 18:50:38.388,2019/01/13 18:50:38.388
246,F,2019/01/13 18:53:09.769,2019/01/13 18:53:09.769
234,L,2019/01/13 18:56:21.988,2019/01/13 18:56:21.988
243,D,2019/01/13 18:58:52.880,2019/01/13 18:58:52.880
241,I,2019/01/13 18:59:37.932,2019/01/13 18:59:37.932
249,A,2019/01/13 19:00:00.000,2019/01/13 19:00:00.000
232,C,2019/01/13 19:01:12.265,2019/01/13 19:01:12.265
248,D,2019/01/13 19:08:22.291,2019/01/13 19:08:22.291
245,A,2019/01/13 19:08:35.808,2019/01/13 19:08:35.808
238,M,2019/01/13 19:11:05.196,2019/01/13 19:11:05.196
244,D,2019/01/13 19:17:20.685,2019/01/13 19:17:20.685
250,A,2019/01/13 19:20:00.000,2019/01/13 19:20:00.000
247,C,2019/01/13 19:20:11.454,2019/01/13 19:20:11.454
242,H,2019/01/13 19:21:17.987,2019/01/13 19:21:17.987
237,J,2019/01/13 19:22:55.986,2019/01/13 19:22:55.986
246,E,2019/01/13 19:24:31.621,2019/01/13 19:24:31.621
241,J,2019/01/13 19:27:35.743,2019/01/13 19:27:35.743
243,F,2019/01/13 19:29:01.952,2019/01/13 19:29:01.952
234,M,2019/01/13 19:29:42.757,2019/01/13 19:29:42.757
249,B,2019/01/13 19:29:58.540,2019/01/13 19:29:58.540
232,A,2019/01/13 19:33:23.962,2019/01/13 19:33:23.962
245,D,2019/01/13 19:35:47.451,2019/01/13 19:35:47.451
248,F,2019/01/13 19:38:26.728,2019/01/13 19:38:26.728
238,O,2019/01/13 19:38:30.733,2019/01/13 19:38:30.733
251,A,2019/01/13 19:40:00.000,2019/01/13 19:40:00.000
250,D,2019/01/13 19:46:31.692,2019/01/13 19:46:31.692
244,F,2019/01/13 19:50:19.243,2019/01/13 19:50:19.243
247,A,2019/01/13 19:52:18.619,2019/01/13 19:52:18.619
237,K,2019/01/13 19:52:39.447,2019/01/13 19:52:39.447
241,L,2019/01/13 19:55:41.821,2019/01/13 19:55:41.821
246,G,2019/01/13 19:56:35.865,2019/01/13 19:56:35.865
234,O,2019/01/13 19:59:00.523,2019/01/13 19:59:00.523
249,C,2019/01/13 19:59:26.420,2019/01/13 19:59:26.420
252,A,2019/01/13 20:00:00.000,2019/01/13 20:00:00.000
243,E,2019/01/13 20:00:24.976,2019/01/13 20:00:24.976
245,F,2019/01/13 20:02:50.597,2019/01/13 20:02:50.597
232,D,2019/01/13 20:03:36.791,2019/01/13 20:03:36.791
251,D,2019/01/13 20:13:27.534,2019/01/13 20:13:27.534
248,E,2019/01/13 20:13:41.537,2019/01/13 20:13:41.537
250,F,2019/01/13 20:17:43.256,2019/01/13 20:17:43.256
246,I,2019/01/13 20:19:51.435,2019/01/13 20:19:51.435
253,A,2019/01/13 20:20:00.000,2019/01/13 20:20:00.000
247,B,2019/01/13 20:22:19.025,2019/01/13 20:22:19.025
244,E,2019/01/13 20:23:06.139,2019/01/13 20:23:06.139
237,M,2019/01/13 20:24:48.005,2019/01/13 20:24:48.005
252,D,2019/01/13 20:25:35.266,2019/01/13 20:25:35.266
232,F,2019/01/13 20:27:34.516,2019/01/13 20:27:34.516
249,A,2019/01/13 20:30:42.687,2019/01/13 20:30:42.687
245,E,2019/01/13 20:31:44.160,2019/01/13 20:31:44.160
241,M,2019/01/13 20:31:47.445,2019/01/13 20:31:47.445
243,G,2019/01/13 20:36:19.279,2019/01/13 20:36:19.279
254,A,2019/01/13 20:40:00.000,2019/01/13 20:40:00.000
251,F,2019/01/13 20:40:20.782,2019/01/13 20:40:20.782
248,G,2019/01/13 20:41:19.840,2019/01/13 20:41:19.840
253,B,2019/01/13 20:47:57.392,2019/01/13 20:47:57.392
250,E,2019/01/13 20:49:13.889,2019/01/13 20:49:13.889
244,G,2019/01/13 20:49:23.088,2019/01/13 20:49:23.088
252,F,2019/01/13 20:51:42.748,2019/01/13 20:51:42.748
246,J,2019/01/13 20:54:08.707,2019/01/13 20:54:08.707
237,O,2019/01/13 20:56:31.897,2019/01/13 20:56:31.897
247,C,2019/01/13 20:56:35.027,2019/01/13 20:56:35.027
245,G,2019/01/13 20:58:30.071,2019/01/13 20:58:30.071
232,E,2019/01/13 20:59:37.915,2019/01/13 20:59:37.915
255,A,2019/01/13 21:00:00.000,2019/01/13 21:00:00.000
241,N,2019/01/13 21:02:46.594,2019/01/13 21:02:46.594
249,D,2019/01/13 21:03:00.515,2019/01/13 21:03:00.515
243,H,2019/01/13 21:07:54.002,2019/01/13 21:07:54.002
254,D,2019/01/13 21:10:31.758,2019/01/13 21:10:31.758
251,E,2019/01/13 21:10:52.210,2019/01/13 21:10:52.210
250,G,2019/01/13 21:15:57.181,2019/01/13 21:15:57.181
248,I,2019/01/13 21:17:18.420,2019/01/13 21:17:18.420
253,C,2019/01/13 21:17:50.036,2019/01/13 21:17:50.036
252,E,2019/01/13 21:19:25.063,2019/01/13 21:19:25.063
244,I,2019/01/13 21:19:26.909,2019/01/13 21:19:26.909
256,A,2019/01/13 21:20:00.000,2019/01/13 21:20:00.000
247,A,2019/01/13 21:22:45.289,2019/01/13 21:22:45.289
245,H,2019/01/13 21:27:59.534,2019/01/13 21:27:59.534
255,D,2019/01/13 21:29:11.771,2019/01/13 21:29:11.771
246,K,2019/01/13 21:30:11.597,2019/01/13 21:30:11.597
232,G,2019/01/13 21:30:31.582,2019/01/13 21:30:31.582
249,F,2019/01/13 21:35:22.531,2019/01/13 21:35:22.531
251,G,2019/01/13 21:38:55.220,2019/01/13 21:38:55.220
254,F,2019/01/13 21:39:32.418,2019/01/13 21:39:32.418
257,A,2019/01/13 21:40:00.000,2019/01/13 21:40:00.000
252,G,2019/01/13 21:46:52.807,2019/01/13 21:46:52.807
256,D,2019/01/13 21:47:13.264,2019/01/13 21:47:13.264
244,J,2019/01/13 21:47:22.849,2019/01/13 21:47:22.849
248,J,2019/01/13 21:47:54.372,2019/01/13 21:47:54.372
247,D,2019/01/13 21:50:58.689,2019/01/13 21:50:58.689
250,I,2019/01/13 21:52:00.427,2019/01/13 21:52:00.427
253,A,2019/01/13 21:52:22.628,2019/01/13 21:52:22.628
258,A,2019/01/13 22:00:00.000,2019/01/13 22:00:00.000
232,H,2019/01/13 22:00:39.088,2019/01/13 22:00:39.088
246,M,2019/01/13 22:01:31.770,2019/01/13 22:01:31.770
255,F,2019/01/13 22:03:08.493,2019/01/13 22:03:08.493
249,E,2019/01/13 22:05:28.154,2019/01/13 22:05:28.154
257,D,2019/01/13 22:08:43.012,2019/01/13 22:08:43.012
251,H,2019/01/13 22:10:00.662,2019/01/13 22:10:00.662
254,E,2019/01/13 22:13:38.142,2019/01/13 22:13:38.142
256,F,2019/01/13 22:15:37.700,2019/01/13 22:15:37.700
248,L,2019/01/13 22:15:45.049,2019/01/13 22:15:45.049
253,D,2019/01/13 22:19:35.214,2019/01/13 22:19:35.214
244,K,2019/01/13 22:19:57.593,2019/01/13 22:19:57.593
259,A,2019/01/13 22:20:00.000,2019/01/13 22:20:00.000
252,I,2019/01/13 22:21:43.535,2019/01/13 22:21:43.535
250,J,2019/01/13 22:24:32.396,2019/01/13 22:24:32.396
247,F,2019/01/13 22:26:31.109,2019/01/13 22:26:31.109
255,E,2019/01/13 22:30:31.820,2019/01/13 22:30:31.820
258,B,2019/01/13 22:30:51.843,2019/01/13 22:30:51.843
246,O,2019/01/13 22:33:24.485,2019/01/13 22:33:24.485
257,F,2019/01/13 22:35:50.282,2019/01/13 22:35:50.282
249,G,2019/01/13 22:36:01.443,2019/01/13 22:36:01.443
260,A,2019/01/13 22:40:00.000,2019/01/13 22:40:00.000
254,G,2019/01/13 22:45:23.965,2019/01/13 22:45:23.965
248,M,2019/01/13 22:46:49.801,2019/01/13 22:46:49.801
256,E,2019/01/13 22:48:16.445,2019/01/13 22:48:16.445
244,M,2019/01/13 22:49:14.014,2019/01/13 22:49:14.014
252,J,2019/01/13 22:49:59.085,2019/01/13 22:49:59.085
253,F,2019/01/13 22:50:19.842,2019/01/13 22:50:19.842
250,K,2019/01/13 22:51:57.313,2019/01/13 22:51:57.313
259,B,2019/01/13 22:52:15.570,2019/01/13 22:52:15.570
247,E,2019/01/13 22:54:42.766,2019/01/13 22:54:42.766
255,G,2019/01/13 22:59:29.279,2019/01/13 22:59:29.279
261,A,2019/01/13 23:00:00.000,2019/01/13 23:00:00.000
258,C,2019/01/13 23:02:07.452,2019/01/13 23:02:07.452
