case,event,startTime,completeTime
35,C,2019/01/10 23:28:58.929,2019/01/10 23:28:58.929
42,A,2019/01/10 23:29:53.376,2019/01/10 23:29:53.376
44,C,2019/01/10 23:37:45.592,2019/01/10 23:37:45.592
31,I,2019/01/10 23:39:20.028,2019/01/10 23:39:20.028
47,A,2019/01/10 23:40:00.000,2019/01/10 23:40:00.000
36,B,2019/01/10 23:40:26.777,2019/01/10 23:40:26.777
41,G,2019/01/10 23:41:52.177,2019/01/10 23:41:52.177
43,E,2019/01/10 23:44:10.023,2019/01/10 23:44:10.023
24,G,2019/01/10 23:48:05.098,2019/01/10 23:48:05.098
37,G,2019/01/10 23:48:42.895,2019/01/10 23:48:42.895
46,B,2019/01/10 23:50:42.207,2019/01/10 23:50:42.207
32,K,2019/01/10 23:52:16.836,2019/01/10 23:52:16.836
40,H,2019/01/10 23:53:11.207,2019/01/10 23:53:11.207
35,A,2019/01/10 23:56:43.105,2019/01/10 23:56:43.105
39,E,2019/01/10 23:56:46.334,2019/01/10 23:56:46.334
45,C,2019/01/10 23:57:02.151,2019/01/10 23:57:02.151
33,G,2019/01/10 23:57:56.744,2019/01/10 23:57:56.744
48,A,2019/01/11 00:00:00.000,2019/01/11 00:00:00.000
42,B,2019/01/11 00:02:04.614,2019/01/11 00:02:04.614
47,F,2019/01/11 00:05:27.091,2019/01/11 00:05:27.091
43,G,2019/01/11 00:08:16.862,2019/01/11 00:08:16.862
44,A,2019/01/11 00:08:23.783,2019/01/11 00:08:23.783
31,J,2019/01/11 00:08:25.261,2019/01/11 00:08:25.261
41,I,2019/01/11 00:11:10.494,2019/01/11 00:11:10.494
36,C,2019/01/11 00:13:21.078,2019/01/11 00:13:21.078
37,H,2019/01/11 00:17:00.001,2019/01/11 00:17:00.001
49,A,2019/01/11 00:20:00.000,2019/01/11 00:20:00.000
24,I,2019/01/11 00:21:03.914,2019/01/11 00:21:03.914
46,C,2019/01/11 00:22:03.429,2019/01/11 00:22:03.429
45,A,2019/01/11 00:25:12.934,2019/01/11 00:25:12.934
35,B,2019/01/11 00:25:57.068,2019/01/11 00:25:57.068
32,M,2019/01/11 00:26:36.221,2019/01/11 00:26:36.221
33,H,2019/01/11 00:27:02.598,2019/01/11 00:27:02.598
39,G,2019/01/11 00:27:37.792,2019/01/11 00:27:37.792
42,C,2019/01/11 00:29:59.693,2019/01/11 00:29:59.693
48,F,2019/01/11 00:30:20.806,2019/01/11 00:30:20.806
47,D,2019/01/11 00:32:34.276,2019/01/11 00:32:34.276
44,B,2019/01/11 00:39:00.480,2019/01/11 00:39:00.480
43,I,2019/01/11 00:39:52.763,2019/01/11 00:39:52.763
41,J,2019/01/11 00:40:18.431,2019/01/11 00:40:18.431
31,L,2019/01/11 00:41:33.451,2019/01/11 00:41:33.451
36,A,2019/01/11 00:44:07.712,2019/01/11 00:44:07.712
24,J,2019/01/11 00:50:27.934,2019/01/11 00:50:27.934
49,F,2019/01/11 00:50:47.472,2019/01/11 00:50:47.472
46,A,2019/01/11 00:51:10.187,2019/01/11 00:51:10.187
45,F,2019/01/11 00:53:15.300,2019/01/11 00:53:15.300
35,C,2019/01/11 00:56:00.251,2019/01/11 00:56:00.251
32,N,2019/01/11 00:56:32.379,2019/01/11 00:56:32.379
48,D,2019/01/11 00:56:34.111,2019/01/11 00:56:34.111
42,A,2019/01/11 00:56:35.993,2019/01/11 00:56:35.993
39,H,2019/01/11 01:02:20.557,2019/01/11 01:02:20.557
43,J,2019/01/11 01:04:51.329,2019/01/11 01:04:51.329
47,E,2019/01/11 01:05:48.829,2019/01/11 01:05:48.829
44,C,2019/01/11 01:08:25.893,2019/01/11 01:08:25.893
31,M,2019/01/11 01:09:03.933,2019/01/11 01:09:03.933
41,L,2019/01/11 01:10:41.186,2019/01/11 01:10:41.186
36,F,2019/01/11 01:14:17.002,2019/01/11 01:14:17.002
49,D,2019/01/11 01:16:34.628,2019/01/11 01:16:34.628
46,F,2019/01/11 01:18:58.426,2019/01/11 01:18:58.426
24,L,2019/01/11 01:21:45.753,2019/01/11 01:21:45.753
48,E,2019/01/11 01:23:03.156,2019/01/11 01:23:03.156
45,D,2019/01/11 01:24:41.357,2019/01/11 01:24:41.357
35,A,2019/01/11 01:27:38.216,2019/01/11 01:27:38.216
42,F,2019/01/11 01:28:26.479,2019/01/11 01:28:26.479
43,L,2019/01/11 01:32:19.704,2019/01/11 01:32:19.704
47,G,2019/01/11 01:34:34.252,2019/01/11 01:34:34.252
31,N,2019/01/11 01:35:26.515,2019/01/11 01:35:26.515
36,D,2019/01/11 01:36:07.655,2019/01/11 01:36:07.655
44,A,2019/01/11 01:36:12.322,2019/01/11 01:36:12.322
41,M,2019/01/11 01:36:55.095,2019/01/11 01:36:55.095
49,E,2019/01/11 01:47:48.282,2019/01/11 01:47:48.282
46,D,2019/01/11 01:50:59.661,2019/01/11 01:50:59.661
48,G,2019/01/11 01:51:32.636,2019/01/11 01:51:32.636
24,M,2019/01/11 01:51:36.096,2019/01/11 01:51:36.096
45,E,2019/01/11 01:56:58.161,2019/01/11 01:56:58.161
35,B,2019/01/11 01:59:44.288,2019/01/11 01:59:44.288
42,D,2019/01/11 02:00:00.021,2019/01/11 02:00:00.021
47,I,2019/01/11 02:04:27.799,2019/01/11 02:04:27.799
41,N,2019/01/11 02:04:49.014,2019/01/11 02:04:49.014
36,E,2019/01/11 02:05:34.502,2019/01/11 02:05:34.502
44,B,2019/01/11 02:07:48.937,2019/01/11 02:07:48.937
43,M,2019/01/11 02:07:57.565,2019/01/11 02:07:57.565
48,H,2019/01/11 02:15:49.812,2019/01/11 02:15:49.812
49,G,2019/01/11 02:16:03.873,2019/01/11 02:16:03.873
46,E,2019/01/11 02:22:56.314,2019/01/11 02:22:56.314
24,O,2019/01/11 02:24:31.809,2019/01/11 02:24:31.809
45,G,2019/01/11 02:28:52.510,2019/01/11 02:28:52.510
42,E,2019/01/11 02:30:36.375,2019/01/11 02:30:36.375
35,C,2019/01/11 02:30:37.632,2019/01/11 02:30:37.632
44,C,2019/01/11 02:33:30.940,2019/01/11 02:33:30.940
47,J,2019/01/11 02:34:08.324,2019/01/11 02:34:08.324
43,N,2019/01/11 02:36:22.141,2019/01/11 02:36:22.141
36,G,2019/01/11 02:41:27.257,2019/01/11 02:41:27.257
49,H,2019/01/11 02:45:36.069,2019/01/11 02:45:36.069
46,G,2019/01/11 02:49:44.899,2019/01/11 02:49:44.899
35,A,2019/01/11 02:58:43.712,2019/01/11 02:58:43.712
45,I,2019/01/11 03:03:14.817,2019/01/11 03:03:14.817
44,A,2019/01/11 03:03:19.669,2019/01/11 03:03:19.669
42,G,2019/01/11 03:03:26.231,2019/01/11 03:03:26.231
47,L,2019/01/11 03:03:54.379,2019/01/11 03:03:54.379
36,H,2019/01/11 03:13:35.960,2019/01/11 03:13:35.960
46,H,2019/01/11 03:19:54.011,2019/01/11 03:19:54.011
44,F,2019/01/11 03:28:24.155,2019/01/11 03:28:24.155
42,I,2019/01/11 03:29:53.206,2019/01/11 03:29:53.206
35,F,2019/01/11 03:31:50.772,2019/01/11 03:31:50.772
45,J,2019/01/11 03:33:12.699,2019/01/11 03:33:12.699
47,M,2019/01/11 03:33:45.173,2019/01/11 03:33:45.173
42,J,2019/01/11 03:55:59.302,2019/01/11 03:55:59.302
44,D,2019/01/11 03:58:53.429,2019/01/11 03:58:53.429
47,O,2019/01/11 04:03:38.555,2019/01/11 04:03:38.555
35,D,2019/01/11 04:04:14.555,2019/01/11 04:04:14.555
45,K,2019/01/11 04:07:41.031,2019/01/11 04:07:41.031
44,E,2019/01/11 04:26:47.974,2019/01/11 04:26:47.974
35,E,2019/01/11 04:28:45.201,2019/01/11 04:28:45.201
42,K,2019/01/11 04:29:26.053,2019/01/11 04:29:26.053
45,M,2019/01/11 04:31:11.016,2019/01/11 04:31:11.016
44,G,2019/01/11 04:57:26.633,2019/01/11 04:57:26.633
42,M,2019/01/11 04:59:28.150,2019/01/11 04:59:28.150
35,G,2019/01/11 05:04:00.571,2019/01/11 05:04:00.571
45,O,2019/01/11 05:04:41.009,2019/01/11 05:04:41.009
44,I,2019/01/11 05:24:54.262,2019/01/11 05:24:54.262
35,H,2019/01/11 05:31:02.905,2019/01/11 05:31:02.905
42,O,2019/01/11 05:31:23.726,2019/01/11 05:31:23.726
44,J,2019/01/11 05:54:03.833,2019/01/11 05:54:03.833
44,L,2019/01/11 06:22:43.399,2019/01/11 06:22:43.399
44,M,2019/01/11 06:55:05.438,2019/01/11 06:55:05.438
44,N,2019/01/11 07:26:31.582,2019/01/11 07:26:31.582
50,A,2019/01/11 08:00:00.000,2019/01/11 08:00:00.000
50,F,2019/01/11 08:05:02.247,2019/01/11 08:05:02.247
50,D,2019/01/11 08:08:56.198,2019/01/11 08:08:56.198
50,E,2019/01/11 08:13:24.617,2019/01/11 08:13:24.617
50,G,2019/01/11 08:17:27.506,2019/01/11 08:17:27.506
51,A,2019/01/11 08:20:00.000,2019/01/11 08:20:00.000
50,H,2019/01/11 08:23:13.281,2019/01/11 08:23:13.281
51,F,2019/01/11 08:24:52.401,2019/01/11 08:24:52.401
51,D,2019/01/11 08:30:22.351,2019/01/11 08:30:22.351
51,E,2019/01/11 08:35:09.640,2019/01/11 08:35:09.640
51,G,2019/01/11 08:39:42.950,2019/01/11 08:39:42.950
52,A,2019/01/11 08:40:00.000,2019/01/11 08:40:00.000
52,B,2019/01/11 08:44:58.284,2019/01/11 08:44:58.284
51,H,2019/01/11 08:45:03.017,2019/01/11 08:45:03.017
52,C,2019/01/11 08:50:00.567,2019/01/11 08:50:00.567
52,A,2019/01/11 08:54:56.429,2019/01/11 08:54:56.429
52,F,2019/01/11 08:59:46.315,2019/01/11 08:59:46.315
53,A,2019/01/11 09:00:00.000,2019/01/11 09:00:00.000
52,D,2019/01/11 09:04:56.998,2019/01/11 09:04:56.998
53,F,2019/01/11 09:05:43.582,2019/01/11 09:05:43.582
52,E,2019/01/11 09:09:53.860,2019/01/11 09:09:53.860
53,D,2019/01/11 09:10:54.108,2019/01/11 09:10:54.108
52,G,2019/01/11 09:14:18.826,2019/01/11 09:14:18.826
53,E,2019/01/11 09:15:48.624,2019/01/11 09:15:48.624
54,A,2019/01/11 09:20:00.000,2019/01/11 09:20:00.000
52,I,2019/01/11 09:20:21.529,2019/01/11 09:20:21.529
53,G,2019/01/11 09:20:38.934,2019/01/11 09:20:38.934
52,J,2019/01/11 09:24:28.553,2019/01/11 09:24:28.553
54,B,2019/01/11 09:25:28.393,2019/01/11 09:25:28.393
53,H,2019/01/11 09:25:44.506,2019/01/11 09:25:44.506
52,K,2019/01/11 09:29:11.929,2019/01/11 09:29:11.929
54,C,2019/01/11 09:29:34.475,2019/01/11 09:29:34.475
54,A,2019/01/11 09:34:06.404,2019/01/11 09:34:06.404
52,M,2019/01/11 09:34:19.902,2019/01/11 09:34:19.902
54,F,2019/01/11 09:38:03.252,2019/01/11 09:38:03.252
52,O,2019/01/11 09:38:55.993,2019/01/11 09:38:55.993
55,A,2019/01/11 09:40:00.000,2019/01/11 09:40:00.000
54,D,2019/01/11 09:42:42.946,2019/01/11 09:42:42.946
55,F,2019/01/11 09:45:16.105,2019/01/11 09:45:16.105
54,E,2019/01/11 09:47:26.957,2019/01/11 09:47:26.957
55,D,2019/01/11 09:50:27.996,2019/01/11 09:50:27.996
54,G,2019/01/11 09:52:50.227,2019/01/11 09:52:50.227
55,E,2019/01/11 09:54:49.134,2019/01/11 09:54:49.134
54,H,2019/01/11 09:57:32.869,2019/01/11 09:57:32.869
56,A,2019/01/11 10:00:00.000,2019/01/11 10:00:00.000
55,G,2019/01/11 10:00:05.113,2019/01/11 10:00:05.113
55,H,2019/01/11 10:04:41.219,2019/01/11 10:04:41.219
56,F,2019/01/11 10:05:52.450,2019/01/11 10:05:52.450
56,D,2019/01/11 10:10:39.938,2019/01/11 10:10:39.938
56,E,2019/01/11 10:15:38.084,2019/01/11 10:15:38.084
57,A,2019/01/11 10:20:00.000,2019/01/11 10:20:00.000
56,G,2019/01/11 10:20:40.003,2019/01/11 10:20:40.003
57,B,2019/01/11 10:25:01.036,2019/01/11 10:25:01.036
56,I,2019/01/11 10:26:05.676,2019/01/11 10:26:05.676
56,J,2019/01/11 10:30:39.184,2019/01/11 10:30:39.184
57,C,2019/01/11 10:30:47.348,2019/01/11 10:30:47.348
56,K,2019/01/11 10:35:52.184,2019/01/11 10:35:52.184
57,A,2019/01/11 10:36:30.827,2019/01/11 10:36:30.827
58,A,2019/01/11 10:40:00.000,2019/01/11 10:40:00.000
56,M,2019/01/11 10:40:35.493,2019/01/11 10:40:35.493
57,F,2019/01/11 10:42:33.249,2019/01/11 10:42:33.249
58,F,2019/01/11 10:45:22.106,2019/01/11 10:45:22.106
56,N,2019/01/11 10:46:17.497,2019/01/11 10:46:17.497
57,D,2019/01/11 10:47:16.735,2019/01/11 10:47:16.735
58,D,2019/01/11 10:49:40.222,2019/01/11 10:49:40.222
57,E,2019/01/11 10:51:39.573,2019/01/11 10:51:39.573
58,E,2019/01/11 10:55:01.345,2019/01/11 10:55:01.345
57,G,2019/01/11 10:56:42.554,2019/01/11 10:56:42.554
58,G,2019/01/11 10:59:20.003,2019/01/11 10:59:20.003
59,A,2019/01/11 11:00:00.000,2019/01/11 11:00:00.000
57,I,2019/01/11 11:02:20.952,2019/01/11 11:02:20.952
58,I,2019/01/11 11:03:48.314,2019/01/11 11:03:48.314
59,B,2019/01/11 11:04:44.419,2019/01/11 11:04:44.419
57,J,2019/01/11 11:06:52.308,2019/01/11 11:06:52.308
58,J,2019/01/11 11:09:16.747,2019/01/11 11:09:16.747
59,C,2019/01/11 11:10:12.314,2019/01/11 11:10:12.314
57,K,2019/01/11 11:10:37.842,2019/01/11 11:10:37.842
58,K,2019/01/11 11:13:54.023,2019/01/11 11:13:54.023
59,A,2019/01/11 11:14:32.140,2019/01/11 11:14:32.140
57,M,2019/01/11 11:15:36.873,2019/01/11 11:15:36.873
59,F,2019/01/11 11:18:59.132,2019/01/11 11:18:59.132
58,M,2019/01/11 11:19:30.990,2019/01/11 11:19:30.990
60,A,2019/01/11 11:20:00.000,2019/01/11 11:20:00.000
57,O,2019/01/11 11:21:37.284,2019/01/11 11:21:37.284
59,D,2019/01/11 11:24:32.936,2019/01/11 11:24:32.936
60,B,2019/01/11 11:24:39.218,2019/01/11 11:24:39.218
58,O,2019/01/11 11:24:40.923,2019/01/11 11:24:40.923
59,E,2019/01/11 11:29:52.975,2019/01/11 11:29:52.975
60,C,2019/01/11 11:29:53.533,2019/01/11 11:29:53.533
60,A,2019/01/11 11:34:58.686,2019/01/11 11:34:58.686
59,G,2019/01/11 11:35:09.458,2019/01/11 11:35:09.458
61,A,2019/01/11 11:40:00.000,2019/01/11 11:40:00.000
59,I,2019/01/11 11:40:29.730,2019/01/11 11:40:29.730
60,B,2019/01/11 11:41:11.130,2019/01/11 11:41:11.130
61,F,2019/01/11 11:45:10.267,2019/01/11 11:45:10.267
60,C,2019/01/11 11:45:12.384,2019/01/11 11:45:12.384
59,J,2019/01/11 11:45:22.102,2019/01/11 11:45:22.102
60,A,2019/01/11 11:49:47.678,2019/01/11 11:49:47.678
61,D,2019/01/11 11:50:05.861,2019/01/11 11:50:05.861
59,K,2019/01/11 11:50:17.906,2019/01/11 11:50:17.906
61,E,2019/01/11 11:54:57.562,2019/01/11 11:54:57.562
60,F,2019/01/11 11:55:00.324,2019/01/11 11:55:00.324
59,M,2019/01/11 11:55:00.905,2019/01/11 11:55:00.905
61,G,2019/01/11 11:59:39.928,2019/01/11 11:59:39.928
60,D,2019/01/11 11:59:45.846,2019/01/11 11:59:45.846
62,A,2019/01/11 12:00:00.000,2019/01/11 12:00:00.000
59,O,2019/01/11 12:00:11.362,2019/01/11 12:00:11.362
61,H,2019/01/11 12:04:49.247,2019/01/11 12:04:49.247
62,B,2019/01/11 12:05:08.648,2019/01/11 12:05:08.648
60,E,2019/01/11 12:05:23.098,2019/01/11 12:05:23.098
60,G,2019/01/11 12:09:32.434,2019/01/11 12:09:32.434
62,C,2019/01/11 12:10:23.957,2019/01/11 12:10:23.957
60,H,2019/01/11 12:13:52.310,2019/01/11 12:13:52.310
62,A,2019/01/11 12:15:35.687,2019/01/11 12:15:35.687
63,A,2019/01/11 12:20:00.000,2019/01/11 12:20:00.000
62,B,2019/01/11 12:20:13.160,2019/01/11 12:20:13.160
63,F,2019/01/11 12:24:39.186,2019/01/11 12:24:39.186
62,C,2019/01/11 12:25:29.629,2019/01/11 12:25:29.629
63,D,2019/01/11 12:29:59.181,2019/01/11 12:29:59.181
62,A,2019/01/11 12:30:15.254,2019/01/11 12:30:15.254
62,B,2019/01/11 12:33:49.572,2019/01/11 12:33:49.572
63,E,2019/01/11 12:35:25.299,2019/01/11 12:35:25.299
62,C,2019/01/11 12:38:46.349,2019/01/11 12:38:46.349
64,A,2019/01/11 12:40:00.000,2019/01/11 12:40:00.000
63,G,2019/01/11 12:41:15.447,2019/01/11 12:41:15.447
62,A,2019/01/11 12:43:06.658,2019/01/11 12:43:06.658
64,F,2019/01/11 12:44:50.913,2019/01/11 12:44:50.913
63,H,2019/01/11 12:46:33.382,2019/01/11 12:46:33.382
62,B,2019/01/11 12:48:09.734,2019/01/11 12:48:09.734
64,D,2019/01/11 12:49:58.006,2019/01/11 12:49:58.006
62,C,2019/01/11 12:53:25.230,2019/01/11 12:53:25.230
64,E,2019/01/11 12:54:37.345,2019/01/11 12:54:37.345
62,A,2019/01/11 12:58:39.191,2019/01/11 12:58:39.191
65,A,2019/01/11 13:00:00.000,2019/01/11 13:00:00.000
64,G,2019/01/11 13:00:03.758,2019/01/11 13:00:03.758
62,F,2019/01/11 13:03:46.243,2019/01/11 13:03:46.243
64,I,2019/01/11 13:04:08.417,2019/01/11 13:04:08.417
65,B,2019/01/11 13:05:19.653,2019/01/11 13:05:19.653
64,J,2019/01/11 13:09:22.693,2019/01/11 13:09:22.693
62,D,2019/01/11 13:09:54.258,2019/01/11 13:09:54.258
65,C,2019/01/11 13:10:11.901,2019/01/11 13:10:11.901
64,K,2019/01/11 13:14:21.064,2019/01/11 13:14:21.064
65,A,2019/01/11 13:15:32.503,2019/01/11 13:15:32.503
62,E,2019/01/11 13:15:38.253,2019/01/11 13:15:38.253
64,M,2019/01/11 13:18:50.288,2019/01/11 13:18:50.288
66,A,2019/01/11 13:20:00.000,2019/01/11 13:20:00.000
65,F,2019/01/11 13:20:32.522,2019/01/11 13:20:32.522
62,G,2019/01/11 13:21:04.736,2019/01/11 13:21:04.736
64,O,2019/01/11 13:23:52.395,2019/01/11 13:23:52.395
66,B,2019/01/11 13:24:54.674,2019/01/11 13:24:54.674
62,I,2019/01/11 13:25:20.345,2019/01/11 13:25:20.345
65,D,2019/01/11 13:25:44.513,2019/01/11 13:25:44.513
66,C,2019/01/11 13:29:40.851,2019/01/11 13:29:40.851
62,J,2019/01/11 13:30:56.597,2019/01/11 13:30:56.597
65,E,2019/01/11 13:31:43.214,2019/01/11 13:31:43.214
66,A,2019/01/11 13:35:32.425,2019/01/11 13:35:32.425
62,K,2019/01/11 13:36:23.698,2019/01/11 13:36:23.698
65,G,2019/01/11 13:36:34.744,2019/01/11 13:36:34.744
67,A,2019/01/11 13:40:00.000,2019/01/11 13:40:00.000
66,F,2019/01/11 13:40:06.400,2019/01/11 13:40:06.400
65,H,2019/01/11 13:41:20.757,2019/01/11 13:41:20.757
62,M,2019/01/11 13:42:08.076,2019/01/11 13:42:08.076
67,F,2019/01/11 13:45:48.557,2019/01/11 13:45:48.557
66,D,2019/01/11 13:45:49.068,2019/01/11 13:45:49.068
62,O,2019/01/11 13:46:48.037,2019/01/11 13:46:48.037
67,D,2019/01/11 13:50:31.418,2019/01/11 13:50:31.418
66,E,2019/01/11 13:50:50.407,2019/01/11 13:50:50.407
67,E,2019/01/11 13:55:21.796,2019/01/11 13:55:21.796
66,G,2019/01/11 13:55:56.675,2019/01/11 13:55:56.675
67,G,2019/01/11 13:59:37.953,2019/01/11 13:59:37.953
68,A,2019/01/11 14:00:00.000,2019/01/11 14:00:00.000
66,H,2019/01/11 14:00:39.518,2019/01/11 14:00:39.518
67,I,2019/01/11 14:03:30.988,2019/01/11 14:03:30.988
68,B,2019/01/11 14:05:42.514,2019/01/11 14:05:42.514
67,J,2019/01/11 14:08:44.022,2019/01/11 14:08:44.022
68,C,2019/01/11 14:11:27.769,2019/01/11 14:11:27.769
67,L,2019/01/11 14:13:37.363,2019/01/11 14:13:37.363
68,A,2019/01/11 14:15:59.412,2019/01/11 14:15:59.412
67,M,2019/01/11 14:17:45.459,2019/01/11 14:17:45.459
69,A,2019/01/11 14:20:00.000,2019/01/11 14:20:00.000
68,B,2019/01/11 14:20:26.858,2019/01/11 14:20:26.858
67,O,2019/01/11 14:23:05.566,2019/01/11 14:23:05.566
69,F,2019/01/11 14:25:39.432,2019/01/11 14:25:39.432
68,C,2019/01/11 14:25:47.246,2019/01/11 14:25:47.246
68,A,2019/01/11 14:30:08.019,2019/01/11 14:30:08.019
69,D,2019/01/11 14:30:18.472,2019/01/11 14:30:18.472
69,E,2019/01/11 14:34:18.454,2019/01/11 14:34:18.454
68,F,2019/01/11 14:34:37.641,2019/01/11 14:34:37.641
69,G,2019/01/11 14:39:17.458,2019/01/11 14:39:17.458
70,A,2019/01/11 14:40:00.000,2019/01/11 14:40:00.000
68,D,2019/01/11 14:40:10.522,2019/01/11 14:40:10.522
69,H,2019/01/11 14:43:57.720,2019/01/11 14:43:57.720
70,B,2019/01/11 14:44:28.993,2019/01/11 14:44:28.993
68,E,2019/01/11 14:45:10.079,2019/01/11 14:45:10.079
70,C,2019/01/11 14:49:15.445,2019/01/11 14:49:15.445
68,G,2019/01/11 14:50:14.827,2019/01/11 14:50:14.827
70,A,2019/01/11 14:54:01.495,2019/01/11 14:54:01.495
68,H,2019/01/11 14:55:26.706,2019/01/11 14:55:26.706
70,B,2019/01/11 14:58:17.317,2019/01/11 14:58:17.317
71,A,2019/01/11 15:00:00.000,2019/01/11 15:00:00.000
70,C,2019/01/11 15:03:37.726,2019/01/11 15:03:37.726
71,B,2019/01/11 15:06:05.617,2019/01/11 15:06:05.617
70,A,2019/01/11 15:08:22.284,2019/01/11 15:08:22.284
71,C,2019/01/11 15:10:45.233,2019/01/11 15:10:45.233
70,B,2019/01/11 15:12:55.335,2019/01/11 15:12:55.335
71,A,2019/01/11 15:14:45.548,2019/01/11 15:14:45.548
70,C,2019/01/11 15:18:23.231,2019/01/11 15:18:23.231
72,A,2019/01/11 15:20:00.000,2019/01/11 15:20:00.000
71,F,2019/01/11 15:20:13.481,2019/01/11 15:20:13.481
70,A,2019/01/11 15:22:39.869,2019/01/11 15:22:39.869
72,B,2019/01/11 15:24:48.988,2019/01/11 15:24:48.988
71,D,2019/01/11 15:26:05.279,2019/01/11 15:26:05.279
70,F,2019/01/11 15:27:43.228,2019/01/11 15:27:43.228
71,E,2019/01/11 15:30:09.069,2019/01/11 15:30:09.069
72,C,2019/01/11 15:30:09.569,2019/01/11 15:30:09.569
70,D,2019/01/11 15:33:32.903,2019/01/11 15:33:32.903
72,A,2019/01/11 15:34:51.801,2019/01/11 15:34:51.801
71,G,2019/01/11 15:35:18.746,2019/01/11 15:35:18.746
70,E,2019/01/11 15:38:22.289,2019/01/11 15:38:22.289
73,A,2019/01/11 15:40:00.000,2019/01/11 15:40:00.000
72,F,2019/01/11 15:40:05.704,2019/01/11 15:40:05.704
71,I,2019/01/11 15:40:53.546,2019/01/11 15:40:53.546
70,G,2019/01/11 15:43:13.125,2019/01/11 15:43:13.125
72,D,2019/01/11 15:45:02.905,2019/01/11 15:45:02.905
73,B,2019/01/11 15:45:22.919,2019/01/11 15:45:22.919
71,J,2019/01/11 15:45:47.909,2019/01/11 15:45:47.909
70,H,2019/01/11 15:48:13.804,2019/01/11 15:48:13.804
73,C,2019/01/11 15:50:27.257,2019/01/11 15:50:27.257
72,E,2019/01/11 15:50:39.233,2019/01/11 15:50:39.233
71,L,2019/01/11 15:51:03.051,2019/01/11 15:51:03.051
72,G,2019/01/11 15:54:50.502,2019/01/11 15:54:50.502
73,A,2019/01/11 15:55:42.108,2019/01/11 15:55:42.108
71,M,2019/01/11 15:56:46.631,2019/01/11 15:56:46.631
72,H,2019/01/11 15:59:53.531,2019/01/11 15:59:53.531
74,A,2019/01/11 16:00:00.000,2019/01/11 16:00:00.000
73,B,2019/01/11 16:00:56.938,2019/01/11 16:00:56.938
71,N,2019/01/11 16:02:21.262,2019/01/11 16:02:21.262
74,B,2019/01/11 16:04:58.103,2019/01/11 16:04:58.103
73,C,2019/01/11 16:05:22.061,2019/01/11 16:05:22.061
74,C,2019/01/11 16:08:50.705,2019/01/11 16:08:50.705
73,A,2019/01/11 16:10:15.661,2019/01/11 16:10:15.661
74,A,2019/01/11 16:12:55.550,2019/01/11 16:12:55.550
73,B,2019/01/11 16:14:23.455,2019/01/11 16:14:23.455
74,B,2019/01/11 16:18:55.155,2019/01/11 16:18:55.155
73,C,2019/01/11 16:19:09.549,2019/01/11 16:19:09.549
75,A,2019/01/11 16:20:00.000,2019/01/11 16:20:00.000
73,A,2019/01/11 16:23:42.388,2019/01/11 16:23:42.388
74,C,2019/01/11 16:23:48.614,2019/01/11 16:23:48.614
75,F,2019/01/11 16:24:49.975,2019/01/11 16:24:49.975
74,A,2019/01/11 16:28:20.959,2019/01/11 16:28:20.959
73,F,2019/01/11 16:29:24.050,2019/01/11 16:29:24.050
75,D,2019/01/11 16:30:19.417,2019/01/11 16:30:19.417
74,F,2019/01/11 16:32:51.472,2019/01/11 16:32:51.472
73,D,2019/01/11 16:34:27.323,2019/01/11 16:34:27.323
75,E,2019/01/11 16:36:16.857,2019/01/11 16:36:16.857
74,D,2019/01/11 16:37:16.368,2019/01/11 16:37:16.368
73,E,2019/01/11 16:39:05.438,2019/01/11 16:39:05.438
76,A,2019/01/11 16:40:00.000,2019/01/11 16:40:00.000
75,G,2019/01/11 16:41:57.897,2019/01/11 16:41:57.897
74,E,2019/01/11 16:41:59.334,2019/01/11 16:41:59.334
73,G,2019/01/11 16:43:44.868,2019/01/11 16:43:44.868
76,F,2019/01/11 16:45:02.731,2019/01/11 16:45:02.731
74,G,2019/01/11 16:46:29.269,2019/01/11 16:46:29.269
75,I,2019/01/11 16:47:06.526,2019/01/11 16:47:06.526
73,I,2019/01/11 16:48:39.148,2019/01/11 16:48:39.148
76,D,2019/01/11 16:50:19.260,2019/01/11 16:50:19.260
74,I,2019/01/11 16:51:23.819,2019/01/11 16:51:23.819
75,J,2019/01/11 16:51:51.937,2019/01/11 16:51:51.937
73,J,2019/01/11 16:53:24.458,2019/01/11 16:53:24.458
76,E,2019/01/11 16:55:44.316,2019/01/11 16:55:44.316
75,L,2019/01/11 16:56:03.420,2019/01/11 16:56:03.420
74,J,2019/01/11 16:56:44.349,2019/01/11 16:56:44.349
73,K,2019/01/11 16:58:36.698,2019/01/11 16:58:36.698
77,A,2019/01/11 17:00:00.000,2019/01/11 17:00:00.000
76,G,2019/01/11 17:00:22.451,2019/01/11 17:00:22.451
74,L,2019/01/11 17:01:27.313,2019/01/11 17:01:27.313
75,M,2019/01/11 17:01:36.218,2019/01/11 17:01:36.218
73,M,2019/01/11 17:04:17.904,2019/01/11 17:04:17.904
77,F,2019/01/11 17:04:23.131,2019/01/11 17:04:23.131
76,H,2019/01/11 17:05:10.316,2019/01/11 17:05:10.316
75,O,2019/01/11 17:06:15.596,2019/01/11 17:06:15.596
74,M,2019/01/11 17:06:30.980,2019/01/11 17:06:30.980
73,O,2019/01/11 17:09:04.239,2019/01/11 17:09:04.239
77,D,2019/01/11 17:09:13.404,2019/01/11 17:09:13.404
