case,activitypair,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O
15,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,A,0.0,1967,4044,14510,16499,12988,18116,19598,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,B,1967,0.0,2077,12543,14532,11021,16149,17631,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,C,4044,2077,0.0,10467,12455,8944,14073,15554,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,D,14510,12543,10467,0.0,1989,1522,3606,5088,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,E,16499,14532,12455,1989,0.0,3511,1617,3099,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,F,12988,11021,8944,1522,3511,0.0,5128,6610,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,G,18116,16149,14073,3606,1617,5128,0.0,1481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,H,19598,17631,15554,5088,3099,6610,1481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,A,0.0,1318,3398,9081,10824,7252,12331,0.0,13986,15828,17625,0.0,19666,21157,0.0
17,B,1318,0.0,2080,7763,9506,5934,11013,0.0,12668,14510,16306,0.0,18348,19839,0.0
17,C,3398,2080,0.0,5683,7426,3854,8933,0.0,10589,12430,14227,0.0,16268,17759,0.0
17,D,9081,7763,5683,0.0,1743,1829,3250,0.0,4905,6747,8543,0.0,10585,12076,0.0
17,E,10824,9506,7426,1743,0.0,3572,1506,0.0,3162,5004,6800,0.0,8842,10333,0.0
17,F,7252,5934,3854,1829,3572,0.0,5079,0.0,6735,8576,10373,0.0,12414,13905,0.0
17,G,12331,11013,8933,3250,1506,5079,0.0,0.0,1656,3497,5294,0.0,7335,8826,0.0
17,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,I,13986,12668,10589,4905,3162,6735,1656,0.0,0.0,1842,3638,0.0,5679,7171,0.0
17,J,15828,14510,12430,6747,5004,8576,3497,0.0,1842,0.0,1796,0.0,3838,5329,0.0
17,K,17625,16306,14227,8543,6800,10373,5294,0.0,3638,1796,0.0,0.0,2041,3532,0.0
17,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,M,19666,18348,16268,10585,8842,12414,7335,0.0,5679,3838,2041,0.0,0.0,1491,0.0
17,N,21157,19839,17759,12076,10333,13905,8826,0.0,7171,5329,3532,0.0,1491,0.0,0.0
17,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,A,0.0,0.0,0.0,3550,5318,1718,7181,0.0,9083,10983,0.0,12791,14674,16177,0.0
18,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,D,3550,0.0,0.0,0.0,1767,1832,3630,0.0,5533,7433,0.0,9241,11124,12627,0.0
18,E,5318,0.0,0.0,1767,0.0,3599,1863,0.0,3765,5665,0.0,7474,9357,10860,0.0
18,F,1718,0.0,0.0,1832,3599,0.0,5462,0.0,7365,9265,0.0,11073,12956,14459,0.0
18,G,7181,0.0,0.0,3630,1863,5462,0.0,0.0,1903,3803,0.0,5611,7494,8997,0.0
18,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,I,9083,0.0,0.0,5533,3765,7365,1903,0.0,0.0,1900,0.0,3708,5591,7094,0.0
18,J,10983,0.0,0.0,7433,5665,9265,3803,0.0,1900,0.0,0.0,1808,3691,5194,0.0
18,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,L,12791,0.0,0.0,9241,7474,11073,5611,0.0,3708,1808,0.0,0.0,1883,3386,0.0
18,M,14674,0.0,0.0,11124,9357,12956,7494,0.0,5591,3691,0.0,1883,0.0,1503,0.0
18,N,16177,0.0,0.0,12627,10860,14459,8997,0.0,7094,5194,0.0,3386,1503,0.0,0.0
18,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,A,0.0,0.0,0.0,3897,5800,2228,7597,0.0,9465,11458,13306,0.0,15065,16996,0.0
19,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,D,3897,0.0,0.0,0.0,1903,1669,3700,0.0,5568,7561,9409,0.0,11168,13100,0.0
19,E,5800,0.0,0.0,1903,0.0,3572,1798,0.0,3665,5658,7506,0.0,9265,11197,0.0
19,F,2228,0.0,0.0,1669,3572,0.0,5370,0.0,7237,9230,11078,0.0,12837,14769,0.0
19,G,7597,0.0,0.0,3700,1798,5370,0.0,0.0,1868,3860,5709,0.0,7468,9399,0.0
19,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,I,9465,0.0,0.0,5568,3665,7237,1868,0.0,0.0,1992,3841,0.0,5600,7531,0.0
19,J,11458,0.0,0.0,7561,5658,9230,3860,0.0,1992,0.0,1849,0.0,3607,5539,0.0
19,K,13306,0.0,0.0,9409,7506,11078,5709,0.0,3841,1849,0.0,0.0,1759,3690,0.0
19,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,M,15065,0.0,0.0,11168,9265,12837,7468,0.0,5600,3607,1759,0.0,0.0,1932,0.0
19,N,16996,0.0,0.0,13100,11197,14769,9399,0.0,7531,5539,3690,0.0,1932,0.0,0.0
19,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,A,0.0,1768,3773,15291,17137,13472,18955,0.0,20941,22906,24725,0.0,26449,0.0,28045
20,B,1768,0.0,2005,13523,15368,11703,17186,0.0,19173,21138,22957,0.0,24681,0.0,26276
20,C,3773,2005,0.0,11518,13363,9699,15181,0.0,17168,19133,20952,0.0,22676,0.0,24271
20,D,15291,13523,11518,0.0,1845,1820,3663,0.0,5650,7615,9434,0.0,11158,0.0,12753
20,E,17137,15368,13363,1845,0.0,3665,1818,0.0,3805,5770,7589,0.0,9313,0.0,10908
20,F,13472,11703,9699,1820,3665,0.0,5483,0.0,7470,9435,11254,0.0,12978,0.0,14573
20,G,18955,17186,15181,3663,1818,5483,0.0,0.0,1987,3952,5771,0.0,7495,0.0,9090
20,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,I,20941,19173,17168,5650,3805,7470,1987,0.0,0.0,1965,3784,0.0,5508,0.0,7103
20,J,22906,21138,19133,7615,5770,9435,3952,0.0,1965,0.0,1819,0.0,3543,0.0,5138
20,K,24725,22957,20952,9434,7589,11254,5771,0.0,3784,1819,0.0,0.0,1724,0.0,3319
20,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,M,26449,24681,22676,11158,9313,12978,7495,0.0,5508,3543,1724,0.0,0.0,0.0,1595
20,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,O,28045,26276,24271,12753,10908,14573,9090,0.0,7103,5138,3319,0.0,1595,0.0,0.0
21,A,0.0,0.0,0.0,3546,5210,1708,6684,0.0,8628,10341,12665,0.0,14572,16065,0.0
21,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,D,3546,0.0,0.0,0.0,1664,1838,3138,0.0,5083,6795,9120,0.0,11026,12519,0.0
21,E,5210,0.0,0.0,1664,0.0,3502,1474,0.0,3419,5131,7456,0.0,9362,10855,0.0
21,F,1708,0.0,0.0,1838,3502,0.0,4976,0.0,6920,8633,10957,0.0,12864,14357,0.0
21,G,6684,0.0,0.0,3138,1474,4976,0.0,0.0,1944,3657,5981,0.0,7888,9381,0.0
21,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,I,8628,0.0,0.0,5083,3419,6920,1944,0.0,0.0,1713,4037,0.0,5944,7437,0.0
21,J,10341,0.0,0.0,6795,5131,8633,3657,0.0,1713,0.0,2324,0.0,4231,5724,0.0
21,K,12665,0.0,0.0,9120,7456,10957,5981,0.0,4037,2324,0.0,0.0,1907,3400,0.0
21,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,M,14572,0.0,0.0,11026,9362,12864,7888,0.0,5944,4231,1907,0.0,0.0,1493,0.0
21,N,16065,0.0,0.0,12519,10855,14357,9381,0.0,7437,5724,3400,0.0,1493,0.0,0.0
21,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,A,0.0,1835,3894,9050,10868,7433,12675,14279,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,B,1835,0.0,2059,7215,9033,5598,10840,12444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,C,3894,2059,0.0,5157,6974,3539,8781,10385,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,D,9050,7215,5157,0.0,1817,1618,3625,5229,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,E,10868,9033,6974,1817,0.0,3435,1807,3411,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,F,7433,5598,3539,1618,3435,0.0,5242,6846,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,G,12675,10840,8781,3625,1807,5242,0.0,1604,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,H,14279,12444,10385,5229,3411,6846,1604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,A,0.0,0.0,0.0,3640,5207,1837,6978,0.0,8917,10435,0.0,12124,13988,15891,0.0
23,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,D,3640,0.0,0.0,0.0,1568,1802,3339,0.0,5277,6795,0.0,8484,10348,12251,0.0
23,E,5207,0.0,0.0,1568,0.0,3370,1771,0.0,3709,5228,0.0,6917,8780,10683,0.0
23,F,1837,0.0,0.0,1802,3370,0.0,5141,0.0,7079,8597,0.0,10286,12150,14053,0.0
23,G,6978,0.0,0.0,3339,1771,5141,0.0,0.0,1938,3456,0.0,5146,7009,8912,0.0
23,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,I,8917,0.0,0.0,5277,3709,7079,1938,0.0,0.0,1518,0.0,3207,5071,6974,0.0
23,J,10435,0.0,0.0,6795,5228,8597,3456,0.0,1518,0.0,0.0,1689,3553,5456,0.0
23,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,L,12124,0.0,0.0,8484,6917,10286,5146,0.0,3207,1689,0.0,0.0,1864,3767,0.0
23,M,13988,0.0,0.0,10348,8780,12150,7009,0.0,5071,3553,0.0,1864,0.0,1903,0.0
23,N,15891,0.0,0.0,12251,10683,14053,8912,0.0,6974,5456,0.0,3767,1903,0.0,0.0
23,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,A,0.0,1678,3607,24552,26089,22979,28085,0.0,30064,31828,0.0,33706,35496,0.0,37472
24,B,1678,0.0,1929,22874,24411,21301,26407,0.0,28386,30150,0.0,32028,33818,0.0,35794
24,C,3607,1929,0.0,20946,22482,19372,24479,0.0,26457,28221,0.0,30099,31890,0.0,33865
24,D,24552,22874,20946,0.0,1537,1573,3533,0.0,5512,7276,0.0,9153,10944,0.0,12919
24,E,26089,24411,22482,1537,0.0,3110,1996,0.0,3975,5739,0.0,7617,9407,0.0,11383
24,F,22979,21301,19372,1573,3110,0.0,5106,0.0,7085,8849,0.0,10727,12517,0.0,14493
24,G,28085,26407,24479,3533,1996,5106,0.0,0.0,1979,3743,0.0,5621,7411,0.0,9387
24,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,I,30064,28386,26457,5512,3975,7085,1979,0.0,0.0,1764,0.0,3642,5432,0.0,7408
24,J,31828,30150,28221,7276,5739,8849,3743,0.0,1764,0.0,0.0,1878,3668,0.0,5644
24,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,L,33706,32028,30099,9153,7617,10727,5621,0.0,3642,1878,0.0,0.0,1790,0.0,3766
24,M,35496,33818,31890,10944,9407,12517,7411,0.0,5432,3668,0.0,1790,0.0,0.0,1976
24,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,O,37472,35794,33865,12919,11383,14493,9387,0.0,7408,5644,0.0,3766,1976,0.0,0.0
25,A,0.0,0.0,0.0,3275,4900,1624,6701,8564,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,D,3275,0.0,0.0,0.0,1625,1651,3426,5289,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,E,4900,0.0,0.0,1625,0.0,3276,1801,3664,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,F,1624,0.0,0.0,1651,3276,0.0,5077,6940,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,G,6701,0.0,0.0,3426,1801,5077,0.0,1863,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,H,8564,0.0,0.0,5289,3664,6940,1863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,A,0.0,0.0,0.0,3547,5397,1927,6941,8811,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,D,3547,0.0,0.0,0.0,1850,1621,3394,5264,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,E,5397,0.0,0.0,1850,0.0,3470,1544,3414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,F,1927,0.0,0.0,1621,3470,0.0,5015,6884,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,G,6941,0.0,0.0,3394,1544,5015,0.0,1870,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,H,8811,0.0,0.0,5264,3414,6884,1870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,A,0.0,0.0,0.0,3604,5200,1591,7156,0.0,8900,10750,12622,0.0,14403,15968,0.0
27,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,D,3604,0.0,0.0,0.0,1597,2013,3552,0.0,5296,7146,9018,0.0,10799,12365,0.0
27,E,5200,0.0,0.0,1597,0.0,3610,1955,0.0,3699,5549,7421,0.0,9202,10768,0.0
27,F,1591,0.0,0.0,2013,3610,0.0,5565,0.0,7309,9159,11031,0.0,12812,14378,0.0
27,G,7156,0.0,0.0,3552,1955,5565,0.0,0.0,1744,3594,5466,0.0,7247,8813,0.0
27,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,I,8900,0.0,0.0,5296,3699,7309,1744,0.0,0.0,1850,3722,0.0,5503,7069,0.0
27,J,10750,0.0,0.0,7146,5549,9159,3594,0.0,1850,0.0,1872,0.0,3653,5219,0.0
27,K,12622,0.0,0.0,9018,7421,11031,5466,0.0,3722,1872,0.0,0.0,1781,3347,0.0
27,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,M,14403,0.0,0.0,10799,9202,12812,7247,0.0,5503,3653,1781,0.0,0.0,1566,0.0
27,N,15968,0.0,0.0,12365,10768,14378,8813,0.0,7069,5219,3347,0.0,1566,0.0,0.0
27,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,A,0.0,0.0,0.0,3494,5389,1374,7442,0.0,9143,11109,12982,0.0,14720,16417,0.0
28,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,D,3494,0.0,0.0,0.0,1895,2120,3948,0.0,5649,7615,9488,0.0,11226,12923,0.0
28,E,5389,0.0,0.0,1895,0.0,4015,2054,0.0,3754,5721,7593,0.0,9331,11028,0.0
28,F,1374,0.0,0.0,2120,4015,0.0,6069,0.0,7769,9736,11608,0.0,13346,15043,0.0
28,G,7442,0.0,0.0,3948,2054,6069,0.0,0.0,1700,3667,5540,0.0,7277,8975,0.0
28,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,I,9143,0.0,0.0,5649,3754,7769,1700,0.0,0.0,1967,3839,0.0,5577,7274,0.0
28,J,11109,0.0,0.0,7615,5721,9736,3667,0.0,1967,0.0,1873,0.0,3610,5308,0.0
28,K,12982,0.0,0.0,9488,7593,11608,5540,0.0,3839,1873,0.0,0.0,1738,3435,0.0
28,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,M,14720,0.0,0.0,11226,9331,13346,7277,0.0,5577,3610,1738,0.0,0.0,1697,0.0
28,N,16417,0.0,0.0,12923,11028,15043,8975,0.0,7274,5308,3435,0.0,1697,0.0,0.0
28,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,A,0.0,0.0,0.0,3702,5178,1732,7189,0.0,8905,10736,12806,0.0,14659,16530,0.0
29,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,D,3702,0.0,0.0,0.0,1477,1970,3487,0.0,5203,7034,9104,0.0,10957,12828,0.0
29,E,5178,0.0,0.0,1477,0.0,3447,2010,0.0,3726,5557,7628,0.0,9480,11352,0.0
29,F,1732,0.0,0.0,1970,3447,0.0,5457,0.0,7173,9004,11074,0.0,12927,14798,0.0
29,G,7189,0.0,0.0,3487,2010,5457,0.0,0.0,1716,3547,5618,0.0,7470,9342,0.0
29,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,I,8905,0.0,0.0,5203,3726,7173,1716,0.0,0.0,1831,3901,0.0,5754,7625,0.0
29,J,10736,0.0,0.0,7034,5557,9004,3547,0.0,1831,0.0,2070,0.0,3923,5794,0.0
29,K,12806,0.0,0.0,9104,7628,11074,5618,0.0,3901,2070,0.0,0.0,1853,3724,0.0
29,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,M,14659,0.0,0.0,10957,9480,12927,7470,0.0,5754,3923,1853,0.0,0.0,1871,0.0
29,N,16530,0.0,0.0,12828,11352,14798,9342,0.0,7625,5794,3724,0.0,1871,0.0,0.0
29,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,A,0.0,0.0,0.0,3361,5245,1662,7278,9247,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,D,3361,0.0,0.0,0.0,1884,1699,3917,5886,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,E,5245,0.0,0.0,1884,0.0,3584,2032,4001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,F,1662,0.0,0.0,1699,3584,0.0,5616,7585,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,G,7278,0.0,0.0,3917,2032,5616,0.0,1969,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,H,9247,0.0,0.0,5886,4001,7585,1969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,A,0.0,1827,3431,14160,15699,12487,17646,0.0,19160,20905,0.0,22893,24544,26127,0.0
31,B,1827,0.0,1604,12333,13871,10660,15818,0.0,17333,19078,0.0,21066,22717,24299,0.0
31,C,3431,1604,0.0,10729,12268,9056,14214,0.0,15729,17474,0.0,19462,21113,22695,0.0
31,D,14160,12333,10729,0.0,1539,1673,3486,0.0,5000,6745,0.0,8733,10384,11966,0.0
31,E,15699,13871,12268,1539,0.0,3212,1947,0.0,3461,5206,0.0,7195,8845,10428,0.0
31,F,12487,10660,9056,1673,3212,0.0,5159,0.0,6673,8418,0.0,10406,12057,13640,0.0
31,G,17646,15818,14214,3486,1947,5159,0.0,0.0,1514,3260,0.0,5248,6898,8481,0.0
31,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,I,19160,17333,15729,5000,3461,6673,1514,0.0,0.0,1745,0.0,3733,5384,6966,0.0
31,J,20905,19078,17474,6745,5206,8418,3260,0.0,1745,0.0,0.0,1988,3639,5221,0.0
