case,activitypair,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O
15,M,30219,28682,26892,11116,9458,13064,7414,0.0,5566,3900,0.0,2066,0.0,0.0,1396
15,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,O,31615,30078,28288,12512,10854,14460,8810,0.0,6962,5296,0.0,3462,1396,0.0,0.0
16,A,0.0,0.0,0.0,3312,5068,1802,6894,0.0,8656,10646,12655,0.0,14672,16692,0.0
16,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,D,3312,0.0,0.0,0.0,1756,1510,3582,0.0,5344,7333,9343,0.0,11360,13380,0.0
16,E,5068,0.0,0.0,1756,0.0,3266,1827,0.0,3588,5578,7588,0.0,9605,11624,0.0
16,F,1802,0.0,0.0,1510,3266,0.0,5092,0.0,6854,8844,10853,0.0,12870,14890,0.0
16,G,6894,0.0,0.0,3582,1827,5092,0.0,0.0,1762,3751,5761,0.0,7778,9797,0.0
16,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,I,8656,0.0,0.0,5344,3588,6854,1762,0.0,0.0,1990,3999,0.0,6016,8036,0.0
16,J,10646,0.0,0.0,7333,5578,8844,3751,0.0,1990,0.0,2010,0.0,4027,6046,0.0
16,K,12655,0.0,0.0,9343,7588,10853,5761,0.0,3999,2010,0.0,0.0,2017,4037,0.0
16,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,M,14672,0.0,0.0,11360,9605,12870,7778,0.0,6016,4027,2017,0.0,0.0,2019,0.0
16,N,16692,0.0,0.0,13380,11624,14890,9797,0.0,8036,6046,4037,0.0,2019,0.0,0.0
16,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,A,0.0,0.0,0.0,3681,5537,1926,7352,0.0,9032,10915,12565,0.0,14145,0.0,15901
17,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,D,3681,0.0,0.0,0.0,1856,1755,3671,0.0,5351,7235,8884,0.0,10464,0.0,12220
17,E,5537,0.0,0.0,1856,0.0,3611,1815,0.0,3495,5379,7028,0.0,8608,0.0,10364
17,F,1926,0.0,0.0,1755,3611,0.0,5426,0.0,7106,8989,10639,0.0,12219,0.0,13975
17,G,7352,0.0,0.0,3671,1815,5426,0.0,0.0,1680,3563,5213,0.0,6792,0.0,8548
17,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,I,9032,0.0,0.0,5351,3495,7106,1680,0.0,0.0,1884,3533,0.0,5113,0.0,6869
17,J,10915,0.0,0.0,7235,5379,8989,3563,0.0,1884,0.0,1650,0.0,3229,0.0,4985
17,K,12565,0.0,0.0,8884,7028,10639,5213,0.0,3533,1650,0.0,0.0,1580,0.0,3335
17,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,M,14145,0.0,0.0,10464,8608,12219,6792,0.0,5113,3229,1580,0.0,0.0,0.0,1756
17,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,O,15901,0.0,0.0,12220,10364,13975,8548,0.0,6869,4985,3335,0.0,1756,0.0,0.0
18,A,0.0,1764,3376,9012,10679,7208,12407,14091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,B,1764,0.0,1612,7248,8916,5444,10643,12327,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,C,3376,1612,0.0,5636,7304,3832,9031,10715,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,D,9012,7248,5636,0.0,1667,1804,3395,5079,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,E,10679,8916,7304,1667,0.0,3472,1728,3411,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,F,7208,5444,3832,1804,3472,0.0,5199,6883,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,G,12407,10643,9031,3395,1728,5199,0.0,1684,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,H,14091,12327,10715,5079,3411,6883,1684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,A,0.0,0.0,0.0,3898,5934,2080,7574,9127,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,D,3898,0.0,0.0,0.0,2036,1818,3676,5230,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,E,5934,0.0,0.0,2036,0.0,3854,1640,3194,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,F,2080,0.0,0.0,1818,3854,0.0,5494,7047,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,G,7574,0.0,0.0,3676,1640,5494,0.0,1553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,H,9127,0.0,0.0,5230,3194,7047,1553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,A,0.0,2075,4054,9377,11016,7536,12674,0.0,14403,16512,18163,0.0,20201,21898,0.0
20,B,2075,0.0,1979,7301,8940,5461,10599,0.0,12327,14437,16087,0.0,18126,19822,0.0
20,C,4054,1979,0.0,5322,6961,3482,8620,0.0,10349,12458,14108,0.0,16147,17844,0.0
20,D,9377,7301,5322,0.0,1639,1840,3298,0.0,5026,7135,8786,0.0,10825,12521,0.0
20,E,11016,8940,6961,1639,0.0,3479,1659,0.0,3387,5496,7147,0.0,9186,10882,0.0
20,F,7536,5461,3482,1840,3479,0.0,5138,0.0,6866,8976,10626,0.0,12665,14361,0.0
20,G,12674,10599,8620,3298,1659,5138,0.0,0.0,1728,3838,5488,0.0,7527,9223,0.0
20,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,I,14403,12327,10349,5026,3387,6866,1728,0.0,0.0,2109,3760,0.0,5799,7495,0.0
20,J,16512,14437,12458,7135,5496,8976,3838,0.0,2109,0.0,1651,0.0,3689,5386,0.0
20,K,18163,16087,14108,8786,7147,10626,5488,0.0,3760,1651,0.0,0.0,2039,3735,0.0
20,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,M,20201,18126,16147,10825,9186,12665,7527,0.0,5799,3689,2039,0.0,0.0,1696,0.0
20,N,21898,19822,17844,12521,10882,14361,9223,0.0,7495,5386,3735,0.0,1696,0.0,0.0
20,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,A,0.0,0.0,0.0,3477,4986,1748,6860,8501,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,D,3477,0.0,0.0,0.0,1510,1728,3383,5024,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,E,4986,0.0,0.0,1510,0.0,3238,1874,3515,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,F,1748,0.0,0.0,1728,3238,0.0,5111,6753,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,G,6860,0.0,0.0,3383,1874,5111,0.0,1641,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,H,8501,0.0,0.0,5024,3515,6753,1641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,A,0.0,0.0,0.0,4086,6026,2049,7631,9179,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,D,4086,0.0,0.0,0.0,1940,2037,3545,5093,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,E,6026,0.0,0.0,1940,0.0,3977,1605,3153,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,F,2049,0.0,0.0,2037,3977,0.0,5582,7130,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,G,7631,0.0,0.0,3545,1605,5582,0.0,1549,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,H,9179,0.0,0.0,5093,3153,7130,1549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,A,0.0,1744,3400,20504,22583,18283,24140,0.0,25954,28054,0.0,29858,31648,33140,0.0
23,B,1744,0.0,1656,18760,20838,16538,22396,0.0,24210,26310,0.0,28114,29904,31396,0.0
23,C,3400,1656,0.0,17104,19182,14882,20740,0.0,22554,24654,0.0,26457,28248,29739,0.0
23,D,20504,18760,17104,0.0,2078,2222,3636,0.0,5450,7550,0.0,9353,11144,12635,0.0
23,E,22583,20838,19182,2078,0.0,4300,1558,0.0,3372,5471,0.0,7275,9066,10557,0.0
23,F,18283,16538,14882,2222,4300,0.0,5858,0.0,7672,9771,0.0,11575,13366,14857,0.0
23,G,24140,22396,20740,3636,1558,5858,0.0,0.0,1814,3914,0.0,5717,7508,8999,0.0
23,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,I,25954,24210,22554,5450,3372,7672,1814,0.0,0.0,2100,0.0,3903,5694,7185,0.0
23,J,28054,26310,24654,7550,5471,9771,3914,0.0,2100,0.0,0.0,1804,3594,5086,0.0
23,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,L,29858,28114,26457,9353,7275,11575,5717,0.0,3903,1804,0.0,0.0,1791,3282,0.0
23,M,31648,29904,28248,11144,9066,13366,7508,0.0,5694,3594,0.0,1791,0.0,1491,0.0
23,N,33140,31396,29739,12635,10557,14857,8999,0.0,7185,5086,0.0,3282,1491,0.0,0.0
23,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,A,0.0,1850,3641,8880,10650,6840,12426,0.0,14687,16223,0.0,17855,19339,0.0,21320
24,B,1850,0.0,1791,7030,8800,4990,10575,0.0,12837,14373,0.0,16004,17489,0.0,19470
24,C,3641,1791,0.0,5239,7009,3199,8785,0.0,11046,12583,0.0,14214,15698,0.0,17679
24,D,8880,7030,5239,0.0,1770,2040,3546,0.0,5807,7343,0.0,8975,10459,0.0,12440
24,E,10650,8800,7009,1770,0.0,3810,1776,0.0,4037,5573,0.0,7205,8689,0.0,10670
24,F,6840,4990,3199,2040,3810,0.0,5586,0.0,7847,9383,0.0,11015,12499,0.0,14480
24,G,12426,10575,8785,3546,1776,5586,0.0,0.0,2261,3798,0.0,5429,6914,0.0,8894
24,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,I,14687,12837,11046,5807,4037,7847,2261,0.0,0.0,1536,0.0,3168,4652,0.0,6633
24,J,16223,14373,12583,7343,5573,9383,3798,0.0,1536,0.0,0.0,1631,3116,0.0,5097
24,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,L,17855,16004,14214,8975,7205,11015,5429,0.0,3168,1631,0.0,0.0,1485,0.0,3465
24,M,19339,17489,15698,10459,8689,12499,6914,0.0,4652,3116,0.0,1485,0.0,0.0,1981
24,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,O,21320,19470,17679,12440,10670,14480,8894,0.0,6633,5097,0.0,3465,1981,0.0,0.0
25,A,0.0,1744,3488,14347,16120,12387,17916,0.0,19865,21383,23223,0.0,24916,0.0,26914
25,B,1744,0.0,1744,12604,14376,10643,16172,0.0,18121,19640,21479,0.0,23173,0.0,25170
25,C,3488,1744,0.0,10859,12632,8899,14428,0.0,16377,17896,19735,0.0,21428,0.0,23426
25,D,14347,12604,10859,0.0,1773,1960,3568,0.0,5517,7036,8875,0.0,10569,0.0,12566
25,E,16120,14376,12632,1773,0.0,3733,1796,0.0,3745,5263,7103,0.0,8796,0.0,10794
25,F,12387,10643,8899,1960,3733,0.0,5529,0.0,7478,8996,10836,0.0,12529,0.0,14527
25,G,17916,16172,14428,3568,1796,5529,0.0,0.0,1949,3468,5307,0.0,7000,0.0,8998
25,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,I,19865,18121,16377,5517,3745,7478,1949,0.0,0.0,1519,3358,0.0,5051,0.0,7049
25,J,21383,19640,17896,7036,5263,8996,3468,0.0,1519,0.0,1839,0.0,3533,0.0,5530
25,K,23223,21479,19735,8875,7103,10836,5307,0.0,3358,1839,0.0,0.0,1694,0.0,3691
25,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,M,24916,23173,21428,10569,8796,12529,7000,0.0,5051,3533,1694,0.0,0.0,0.0,1998
25,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,O,26914,25170,23426,12566,10794,14527,8998,0.0,7049,5530,3691,0.0,1998,0.0,0.0
26,A,0.0,1786,3557,14275,16171,12294,18140,0.0,19952,21814,23388,0.0,25197,0.0,27208
26,B,1786,0.0,1772,12489,14385,10509,16354,0.0,18167,20028,21602,0.0,23412,0.0,25422
26,C,3557,1772,0.0,10718,12613,8737,14582,0.0,16395,18257,19830,0.0,21640,0.0,23651
26,D,14275,12489,10718,0.0,1896,1981,3865,0.0,5677,7539,9113,0.0,10922,0.0,12933
26,E,16171,14385,12613,1896,0.0,3876,1969,0.0,3782,5643,7217,0.0,9027,0.0,11037
26,F,12294,10509,8737,1981,3876,0.0,5845,0.0,7658,9520,11093,0.0,12903,0.0,14914
26,G,18140,16354,14582,3865,1969,5845,0.0,0.0,1813,3674,5248,0.0,7057,0.0,9068
26,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,I,19952,18167,16395,5677,3782,7658,1813,0.0,0.0,1861,3435,0.0,5245,0.0,7255
26,J,21814,20028,18257,7539,5643,9520,3674,0.0,1861,0.0,1574,0.0,3383,0.0,5394
26,K,23388,21602,19830,9113,7217,11093,5248,0.0,3435,1574,0.0,0.0,1809,0.0,3820
26,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,M,25197,23412,21640,10922,9027,12903,7057,0.0,5245,3383,1809,0.0,0.0,0.0,2011
26,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,O,27208,25422,23651,12933,11037,14914,9068,0.0,7255,5394,3820,0.0,2011,0.0,0.0
27,A,0.0,0.0,0.0,3616,5126,1758,6785,8685,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,D,3616,0.0,0.0,0.0,1510,1858,3168,5069,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,E,5126,0.0,0.0,1510,0.0,3368,1659,3559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,F,1758,0.0,0.0,1858,3368,0.0,5027,6927,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,G,6785,0.0,0.0,3168,1659,5027,0.0,1900,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,H,8685,0.0,0.0,5069,3559,6927,1900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,A,0.0,0.0,0.0,3698,5671,1836,7409,8795,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,D,3698,0.0,0.0,0.0,1972,1862,3711,5097,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,E,5671,0.0,0.0,1972,0.0,3835,1739,3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,F,1836,0.0,0.0,1862,3835,0.0,5574,6960,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,G,7409,0.0,0.0,3711,1739,5574,0.0,1386,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,H,8795,0.0,0.0,5097,3125,6960,1386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,A,0.0,1826,3776,14836,16858,13107,18620,0.0,20340,22304,0.0,23806,25305,27235,0.0
29,B,1826,0.0,1950,13010,15032,11281,16793,0.0,18514,20478,0.0,21980,23479,25409,0.0
29,C,3776,1950,0.0,11060,13082,9331,14843,0.0,16564,18528,0.0,20030,21529,23459,0.0
29,D,14836,13010,11060,0.0,2022,1730,3783,0.0,5504,7468,0.0,8970,10469,12399,0.0
29,E,16858,15032,13082,2022,0.0,3751,1761,0.0,3482,5446,0.0,6948,8447,10377,0.0
29,F,13107,11281,9331,1730,3751,0.0,5513,0.0,7233,9197,0.0,10699,12199,14129,0.0
29,G,18620,16793,14843,3783,1761,5513,0.0,0.0,1721,3684,0.0,5187,6686,8616,0.0
29,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,I,20340,18514,16564,5504,3482,7233,1721,0.0,0.0,1964,0.0,3466,4965,6895,0.0
29,J,22304,20478,18528,7468,5446,9197,3684,0.0,1964,0.0,0.0,1502,3001,4931,0.0
29,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,L,23806,21980,20030,8970,6948,10699,5187,0.0,3466,1502,0.0,0.0,1499,3429,0.0
29,M,25305,23479,21529,10469,8447,12199,6686,0.0,4965,3001,0.0,1499,0.0,1930,0.0
29,N,27235,25409,23459,12399,10377,14129,8616,0.0,6895,4931,0.0,3429,1930,0.0,0.0
29,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,A,0.0,0.0,0.0,3810,5711,1797,7393,0.0,9249,10789,12472,0.0,14442,16165,0.0
30,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,D,3810,0.0,0.0,0.0,1901,2013,3583,0.0,5439,6979,8661,0.0,10632,12355,0.0
30,E,5711,0.0,0.0,1901,0.0,3915,1682,0.0,3537,5078,6760,0.0,8731,10454,0.0
30,F,1797,0.0,0.0,2013,3915,0.0,5597,0.0,7452,8993,10675,0.0,12645,14369,0.0
30,G,7393,0.0,0.0,3583,1682,5597,0.0,0.0,1855,3396,5078,0.0,7049,8772,0.0
30,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,I,9249,0.0,0.0,5439,3537,7452,1855,0.0,0.0,1541,3223,0.0,5193,6917,0.0
30,J,10789,0.0,0.0,6979,5078,8993,3396,0.0,1541,0.0,1682,0.0,3653,5376,0.0
30,K,12472,0.0,0.0,8661,6760,10675,5078,0.0,3223,1682,0.0,0.0,1971,3694,0.0
30,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,M,14442,0.0,0.0,10632,8731,12645,7049,0.0,5193,3653,1971,0.0,0.0,1723,0.0
30,N,16165,0.0,0.0,12355,10454,14369,8772,0.0,6917,5376,3694,0.0,1723,0.0,0.0
30,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,A,0.0,0.0,0.0,3669,5284,1894,7008,8708,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,D,3669,0.0,0.0,0.0,1615,1775,3339,5039,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,E,5284,0.0,0.0,1615,0.0,3390,1725,3425,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,F,1894,0.0,0.0,1775,3390,0.0,5114,6814,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,G,7008,0.0,0.0,3339,1725,5114,0.0,1700,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,H,8708,0.0,0.0,5039,3425,6814,1700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
