case,event,startTime,completeTime
41,F,2019/01/11 05:45:04.581,2019/01/11 05:45:04.581
40,E,2019/01/11 05:49:29.024,2019/01/11 05:49:29.024
41,D,2019/01/11 05:49:52.168,2019/01/11 05:49:52.168
41,E,2019/01/11 05:54:41.411,2019/01/11 05:54:41.411
40,G,2019/01/11 05:55:59.703,2019/01/11 05:55:59.703
42,A,2019/01/11 06:00:00.000,2019/01/11 06:00:00.000
41,G,2019/01/11 06:00:00.924,2019/01/11 06:00:00.924
40,H,2019/01/11 06:01:19.541,2019/01/11 06:01:19.541
41,I,2019/01/11 06:03:42.464,2019/01/11 06:03:42.464
42,B,2019/01/11 06:05:26.926,2019/01/11 06:05:26.926
41,J,2019/01/11 06:08:26.865,2019/01/11 06:08:26.865
42,C,2019/01/11 06:10:32.840,2019/01/11 06:10:32.840
41,K,2019/01/11 06:13:24.521,2019/01/11 06:13:24.521
42,A,2019/01/11 06:15:35.037,2019/01/11 06:15:35.037
41,M,2019/01/11 06:18:29.065,2019/01/11 06:18:29.065
43,A,2019/01/11 06:20:00.000,2019/01/11 06:20:00.000
42,F,2019/01/11 06:20:38.754,2019/01/11 06:20:38.754
41,N,2019/01/11 06:23:01.160,2019/01/11 06:23:01.160
43,B,2019/01/11 06:24:09.684,2019/01/11 06:24:09.684
42,D,2019/01/11 06:25:23.683,2019/01/11 06:25:23.683
43,C,2019/01/11 06:28:58.102,2019/01/11 06:28:58.102
42,E,2019/01/11 06:30:56.806,2019/01/11 06:30:56.806
43,A,2019/01/11 06:33:34.177,2019/01/11 06:33:34.177
42,G,2019/01/11 06:35:24.240,2019/01/11 06:35:24.240
43,F,2019/01/11 06:38:38.170,2019/01/11 06:38:38.170
44,A,2019/01/11 06:40:00.000,2019/01/11 06:40:00.000
42,I,2019/01/11 06:41:00.602,2019/01/11 06:41:00.602
43,D,2019/01/11 06:43:42.802,2019/01/11 06:43:42.802
44,B,2019/01/11 06:44:37.967,2019/01/11 06:44:37.967
42,J,2019/01/11 06:45:45.429,2019/01/11 06:45:45.429
43,E,2019/01/11 06:48:40.040,2019/01/11 06:48:40.040
44,C,2019/01/11 06:49:35.543,2019/01/11 06:49:35.543
42,K,2019/01/11 06:50:54.240,2019/01/11 06:50:54.240
43,G,2019/01/11 06:53:27.493,2019/01/11 06:53:27.493
44,A,2019/01/11 06:54:19.961,2019/01/11 06:54:19.961
42,M,2019/01/11 06:55:26.685,2019/01/11 06:55:26.685
43,H,2019/01/11 06:58:22.035,2019/01/11 06:58:22.035
44,B,2019/01/11 06:59:12.235,2019/01/11 06:59:12.235
45,A,2019/01/11 07:00:00.000,2019/01/11 07:00:00.000
42,O,2019/01/11 07:00:20.159,2019/01/11 07:00:20.159
44,C,2019/01/11 07:04:39.165,2019/01/11 07:04:39.165
45,F,2019/01/11 07:04:54.503,2019/01/11 07:04:54.503
44,A,2019/01/11 07:09:42.913,2019/01/11 07:09:42.913
45,D,2019/01/11 07:10:07.228,2019/01/11 07:10:07.228
45,E,2019/01/11 07:13:31.856,2019/01/11 07:13:31.856
44,B,2019/01/11 07:14:59.294,2019/01/11 07:14:59.294
45,G,2019/01/11 07:18:48.562,2019/01/11 07:18:48.562
44,C,2019/01/11 07:19:44.934,2019/01/11 07:19:44.934
46,A,2019/01/11 07:20:00.000,2019/01/11 07:20:00.000
45,H,2019/01/11 07:24:13.677,2019/01/11 07:24:13.677
44,A,2019/01/11 07:24:23.037,2019/01/11 07:24:23.037
46,B,2019/01/11 07:25:20.964,2019/01/11 07:25:20.964
44,F,2019/01/11 07:29:54.411,2019/01/11 07:29:54.411
46,C,2019/01/11 07:30:25.502,2019/01/11 07:30:25.502
44,D,2019/01/11 07:35:18.478,2019/01/11 07:35:18.478
46,A,2019/01/11 07:35:22.020,2019/01/11 07:35:22.020
47,A,2019/01/11 07:40:00.000,2019/01/11 07:40:00.000
44,E,2019/01/11 07:40:03.543,2019/01/11 07:40:03.543
46,F,2019/01/11 07:40:54.183,2019/01/11 07:40:54.183
44,G,2019/01/11 07:44:57.911,2019/01/11 07:44:57.911
47,F,2019/01/11 07:45:24.765,2019/01/11 07:45:24.765
46,D,2019/01/11 07:45:57.780,2019/01/11 07:45:57.780
47,D,2019/01/11 07:50:12.411,2019/01/11 07:50:12.411
44,H,2019/01/11 07:50:33.882,2019/01/11 07:50:33.882
46,E,2019/01/11 07:51:24.655,2019/01/11 07:51:24.655
47,E,2019/01/11 07:54:40.516,2019/01/11 07:54:40.516
46,G,2019/01/11 07:56:46.868,2019/01/11 07:56:46.868
47,G,2019/01/11 07:58:40.877,2019/01/11 07:58:40.877
48,A,2019/01/11 08:00:00.000,2019/01/11 08:00:00.000
46,H,2019/01/11 08:01:49.527,2019/01/11 08:01:49.527
47,H,2019/01/11 08:03:25.833,2019/01/11 08:03:25.833
48,F,2019/01/11 08:05:49.234,2019/01/11 08:05:49.234
48,D,2019/01/11 08:11:15.239,2019/01/11 08:11:15.239
48,E,2019/01/11 08:15:48.315,2019/01/11 08:15:48.315
49,A,2019/01/11 08:20:00.000,2019/01/11 08:20:00.000
48,G,2019/01/11 08:20:39.653,2019/01/11 08:20:39.653
49,F,2019/01/11 08:24:30.860,2019/01/11 08:24:30.860
48,H,2019/01/11 08:25:46.998,2019/01/11 08:25:46.998
49,D,2019/01/11 08:29:04.518,2019/01/11 08:29:04.518
49,E,2019/01/11 08:32:35.255,2019/01/11 08:32:35.255
49,G,2019/01/11 08:37:57.862,2019/01/11 08:37:57.862
50,A,2019/01/11 08:40:00.000,2019/01/11 08:40:00.000
49,I,2019/01/11 08:42:45.580,2019/01/11 08:42:45.580
50,B,2019/01/11 08:45:52.610,2019/01/11 08:45:52.610
49,J,2019/01/11 08:47:14.126,2019/01/11 08:47:14.126
50,C,2019/01/11 08:51:46.708,2019/01/11 08:51:46.708
49,K,2019/01/11 08:52:10.000,2019/01/11 08:52:10.000
50,A,2019/01/11 08:57:01.012,2019/01/11 08:57:01.012
49,M,2019/01/11 08:57:19.832,2019/01/11 08:57:19.832
51,A,2019/01/11 09:00:00.000,2019/01/11 09:00:00.000
49,O,2019/01/11 09:02:35.188,2019/01/11 09:02:35.188
50,F,2019/01/11 09:02:44.938,2019/01/11 09:02:44.938
51,B,2019/01/11 09:04:20.636,2019/01/11 09:04:20.636
50,D,2019/01/11 09:07:02.133,2019/01/11 09:07:02.133
51,C,2019/01/11 09:09:02.238,2019/01/11 09:09:02.238
50,E,2019/01/11 09:11:45.502,2019/01/11 09:11:45.502
51,A,2019/01/11 09:13:49.256,2019/01/11 09:13:49.256
50,G,2019/01/11 09:16:41.327,2019/01/11 09:16:41.327
51,B,2019/01/11 09:18:52.226,2019/01/11 09:18:52.226
52,A,2019/01/11 09:20:00.000,2019/01/11 09:20:00.000
50,I,2019/01/11 09:22:12.074,2019/01/11 09:22:12.074
51,C,2019/01/11 09:23:59.942,2019/01/11 09:23:59.942
52,F,2019/01/11 09:25:19.067,2019/01/11 09:25:19.067
50,J,2019/01/11 09:27:05.142,2019/01/11 09:27:05.142
51,A,2019/01/11 09:29:12.517,2019/01/11 09:29:12.517
52,D,2019/01/11 09:30:12.361,2019/01/11 09:30:12.361
50,L,2019/01/11 09:32:17.225,2019/01/11 09:32:17.225
51,F,2019/01/11 09:34:42.462,2019/01/11 09:34:42.462
52,E,2019/01/11 09:34:59.083,2019/01/11 09:34:59.083
50,M,2019/01/11 09:37:32.928,2019/01/11 09:37:32.928
51,D,2019/01/11 09:39:31.742,2019/01/11 09:39:31.742
53,A,2019/01/11 09:40:00.000,2019/01/11 09:40:00.000
52,G,2019/01/11 09:40:34.100,2019/01/11 09:40:34.100
50,N,2019/01/11 09:42:17.007,2019/01/11 09:42:17.007
53,F,2019/01/11 09:44:17.516,2019/01/11 09:44:17.516
51,E,2019/01/11 09:45:06.660,2019/01/11 09:45:06.660
52,I,2019/01/11 09:45:16.885,2019/01/11 09:45:16.885
53,D,2019/01/11 09:49:17.045,2019/01/11 09:49:17.045
52,J,2019/01/11 09:50:29.268,2019/01/11 09:50:29.268
51,G,2019/01/11 09:50:47.279,2019/01/11 09:50:47.279
53,E,2019/01/11 09:54:23.640,2019/01/11 09:54:23.640
52,K,2019/01/11 09:55:39.333,2019/01/11 09:55:39.333
51,H,2019/01/11 09:56:10.939,2019/01/11 09:56:10.939
53,G,2019/01/11 09:59:00.596,2019/01/11 09:59:00.596
54,A,2019/01/11 10:00:00.000,2019/01/11 10:00:00.000
52,M,2019/01/11 10:00:32.620,2019/01/11 10:00:32.620
53,H,2019/01/11 10:04:16.234,2019/01/11 10:04:16.234
52,N,2019/01/11 10:05:18.713,2019/01/11 10:05:18.713
54,F,2019/01/11 10:06:01.660,2019/01/11 10:06:01.660
54,D,2019/01/11 10:10:52.336,2019/01/11 10:10:52.336
54,E,2019/01/11 10:14:40.667,2019/01/11 10:14:40.667
54,G,2019/01/11 10:19:30.905,2019/01/11 10:19:30.905
55,A,2019/01/11 10:20:00.000,2019/01/11 10:20:00.000
55,B,2019/01/11 10:24:14.309,2019/01/11 10:24:14.309
54,I,2019/01/11 10:24:46.531,2019/01/11 10:24:46.531
55,C,2019/01/11 10:29:06.906,2019/01/11 10:29:06.906
54,J,2019/01/11 10:29:59.265,2019/01/11 10:29:59.265
55,A,2019/01/11 10:34:27.568,2019/01/11 10:34:27.568
54,L,2019/01/11 10:35:32.626,2019/01/11 10:35:32.626
56,A,2019/01/11 10:40:00.000,2019/01/11 10:40:00.000
54,M,2019/01/11 10:40:26.436,2019/01/11 10:40:26.436
55,B,2019/01/11 10:40:26.482,2019/01/11 10:40:26.482
56,F,2019/01/11 10:45:29.030,2019/01/11 10:45:29.030
54,O,2019/01/11 10:45:33.625,2019/01/11 10:45:33.625
55,C,2019/01/11 10:45:52.982,2019/01/11 10:45:52.982
56,D,2019/01/11 10:50:17.908,2019/01/11 10:50:17.908
55,A,2019/01/11 10:50:37.218,2019/01/11 10:50:37.218
56,E,2019/01/11 10:54:48.999,2019/01/11 10:54:48.999
55,B,2019/01/11 10:56:04.990,2019/01/11 10:56:04.990
56,G,2019/01/11 10:59:07.480,2019/01/11 10:59:07.480
57,A,2019/01/11 11:00:00.000,2019/01/11 11:00:00.000
55,C,2019/01/11 11:00:56.593,2019/01/11 11:00:56.593
56,H,2019/01/11 11:04:27.969,2019/01/11 11:04:27.969
57,B,2019/01/11 11:04:54.458,2019/01/11 11:04:54.458
55,A,2019/01/11 11:06:05.565,2019/01/11 11:06:05.565
57,C,2019/01/11 11:09:10.067,2019/01/11 11:09:10.067
55,B,2019/01/11 11:11:01.822,2019/01/11 11:11:01.822
57,A,2019/01/11 11:13:49.459,2019/01/11 11:13:49.459
55,C,2019/01/11 11:15:28.872,2019/01/11 11:15:28.872
57,B,2019/01/11 11:18:49.155,2019/01/11 11:18:49.155
58,A,2019/01/11 11:20:00.000,2019/01/11 11:20:00.000
55,A,2019/01/11 11:20:42.498,2019/01/11 11:20:42.498
57,C,2019/01/11 11:24:30.413,2019/01/11 11:24:30.413
58,B,2019/01/11 11:24:47.264,2019/01/11 11:24:47.264
55,B,2019/01/11 11:26:24.569,2019/01/11 11:26:24.569
57,A,2019/01/11 11:29:18.470,2019/01/11 11:29:18.470
58,C,2019/01/11 11:29:28.797,2019/01/11 11:29:28.797
55,C,2019/01/11 11:31:06.894,2019/01/11 11:31:06.894
57,F,2019/01/11 11:33:42.304,2019/01/11 11:33:42.304
58,A,2019/01/11 11:34:23.102,2019/01/11 11:34:23.102
55,A,2019/01/11 11:36:07.770,2019/01/11 11:36:07.770
57,D,2019/01/11 11:38:33.618,2019/01/11 11:38:33.618
58,F,2019/01/11 11:39:35.348,2019/01/11 11:39:35.348
59,A,2019/01/11 11:40:00.000,2019/01/11 11:40:00.000
55,B,2019/01/11 11:40:48.930,2019/01/11 11:40:48.930
57,E,2019/01/11 11:43:37.453,2019/01/11 11:43:37.453
58,D,2019/01/11 11:44:02.805,2019/01/11 11:44:02.805
59,F,2019/01/11 11:44:52.338,2019/01/11 11:44:52.338
55,C,2019/01/11 11:45:32.345,2019/01/11 11:45:32.345
58,E,2019/01/11 11:48:35.390,2019/01/11 11:48:35.390
57,G,2019/01/11 11:48:38.401,2019/01/11 11:48:38.401
59,D,2019/01/11 11:49:51.987,2019/01/11 11:49:51.987
55,A,2019/01/11 11:51:39.309,2019/01/11 11:51:39.309
58,G,2019/01/11 11:52:34.214,2019/01/11 11:52:34.214
57,H,2019/01/11 11:54:11.272,2019/01/11 11:54:11.272
55,B,2019/01/11 11:55:50.663,2019/01/11 11:55:50.663
59,E,2019/01/11 11:56:30.021,2019/01/11 11:56:30.021
58,I,2019/01/11 11:57:48.904,2019/01/11 11:57:48.904
60,A,2019/01/11 12:00:00.000,2019/01/11 12:00:00.000
59,G,2019/01/11 12:00:25.508,2019/01/11 12:00:25.508
55,C,2019/01/11 12:00:25.569,2019/01/11 12:00:25.569
58,J,2019/01/11 12:02:17.076,2019/01/11 12:02:17.076
55,A,2019/01/11 12:05:22.015,2019/01/11 12:05:22.015
60,F,2019/01/11 12:05:31.904,2019/01/11 12:05:31.904
59,I,2019/01/11 12:06:29.577,2019/01/11 12:06:29.577
58,K,2019/01/11 12:06:45.879,2019/01/11 12:06:45.879
55,F,2019/01/11 12:10:07.920,2019/01/11 12:10:07.920
60,D,2019/01/11 12:10:59.532,2019/01/11 12:10:59.532
59,J,2019/01/11 12:11:49.782,2019/01/11 12:11:49.782
58,M,2019/01/11 12:12:00.298,2019/01/11 12:12:00.298
55,D,2019/01/11 12:14:46.713,2019/01/11 12:14:46.713
60,E,2019/01/11 12:15:44.164,2019/01/11 12:15:44.164
59,L,2019/01/11 12:16:33.608,2019/01/11 12:16:33.608
58,O,2019/01/11 12:17:01.542,2019/01/11 12:17:01.542
55,E,2019/01/11 12:19:46.472,2019/01/11 12:19:46.472
61,A,2019/01/11 12:20:00.000,2019/01/11 12:20:00.000
60,G,2019/01/11 12:20:24.203,2019/01/11 12:20:24.203
59,M,2019/01/11 12:21:21.427,2019/01/11 12:21:21.427
60,H,2019/01/11 12:25:24.081,2019/01/11 12:25:24.081
55,G,2019/01/11 12:25:30.412,2019/01/11 12:25:30.412
59,N,2019/01/11 12:25:33.814,2019/01/11 12:25:33.814
61,F,2019/01/11 12:25:36.764,2019/01/11 12:25:36.764
55,H,2019/01/11 12:30:13.161,2019/01/11 12:30:13.161
61,D,2019/01/11 12:30:16.110,2019/01/11 12:30:16.110
61,E,2019/01/11 12:35:39.950,2019/01/11 12:35:39.950
62,A,2019/01/11 12:40:00.000,2019/01/11 12:40:00.000
61,G,2019/01/11 12:40:30.965,2019/01/11 12:40:30.965
62,B,2019/01/11 12:44:57.229,2019/01/11 12:44:57.229
61,I,2019/01/11 12:45:49.166,2019/01/11 12:45:49.166
62,C,2019/01/11 12:50:27.696,2019/01/11 12:50:27.696
61,J,2019/01/11 12:51:20.785,2019/01/11 12:51:20.785
62,A,2019/01/11 12:55:49.585,2019/01/11 12:55:49.585
61,K,2019/01/11 12:56:14.022,2019/01/11 12:56:14.022
63,A,2019/01/11 13:00:00.000,2019/01/11 13:00:00.000
61,M,2019/01/11 13:00:44.830,2019/01/11 13:00:44.830
62,B,2019/01/11 13:00:53.889,2019/01/11 13:00:53.889
63,F,2019/01/11 13:05:46.718,2019/01/11 13:05:46.718
61,O,2019/01/11 13:06:03.478,2019/01/11 13:06:03.478
62,C,2019/01/11 13:06:06.601,2019/01/11 13:06:06.601
63,D,2019/01/11 13:09:59.268,2019/01/11 13:09:59.268
62,A,2019/01/11 13:11:20.990,2019/01/11 13:11:20.990
63,E,2019/01/11 13:14:59.592,2019/01/11 13:14:59.592
62,F,2019/01/11 13:17:28.845,2019/01/11 13:17:28.845
63,G,2019/01/11 13:19:57.669,2019/01/11 13:19:57.669
64,A,2019/01/11 13:20:00.000,2019/01/11 13:20:00.000
62,D,2019/01/11 13:22:11.148,2019/01/11 13:22:11.148
63,I,2019/01/11 13:24:28.968,2019/01/11 13:24:28.968
64,B,2019/01/11 13:25:06.201,2019/01/11 13:25:06.201
62,E,2019/01/11 13:27:46.817,2019/01/11 13:27:46.817
63,J,2019/01/11 13:29:29.529,2019/01/11 13:29:29.529
64,C,2019/01/11 13:30:54.250,2019/01/11 13:30:54.250
62,G,2019/01/11 13:32:58.692,2019/01/11 13:32:58.692
63,L,2019/01/11 13:34:59.452,2019/01/11 13:34:59.452
64,A,2019/01/11 13:35:43.806,2019/01/11 13:35:43.806
62,I,2019/01/11 13:37:49.492,2019/01/11 13:37:49.492
65,A,2019/01/11 13:40:00.000,2019/01/11 13:40:00.000
63,M,2019/01/11 13:40:37.231,2019/01/11 13:40:37.231
64,B,2019/01/11 13:41:29.442,2019/01/11 13:41:29.442
62,J,2019/01/11 13:43:02.974,2019/01/11 13:43:02.974
65,F,2019/01/11 13:45:02.152,2019/01/11 13:45:02.152
63,N,2019/01/11 13:45:41.364,2019/01/11 13:45:41.364
64,C,2019/01/11 13:46:51.191,2019/01/11 13:46:51.191
62,K,2019/01/11 13:47:31.411,2019/01/11 13:47:31.411
65,D,2019/01/11 13:50:42.041,2019/01/11 13:50:42.041
64,A,2019/01/11 13:52:08.783,2019/01/11 13:52:08.783
62,M,2019/01/11 13:52:20.318,2019/01/11 13:52:20.318
65,E,2019/01/11 13:55:24.802,2019/01/11 13:55:24.802
64,B,2019/01/11 13:56:48.923,2019/01/11 13:56:48.923
62,N,2019/01/11 13:57:14.600,2019/01/11 13:57:14.600
65,G,2019/01/11 13:59:57.374,2019/01/11 13:59:57.374
66,A,2019/01/11 14:00:00.000,2019/01/11 14:00:00.000
64,C,2019/01/11 14:01:34.569,2019/01/11 14:01:34.569
65,H,2019/01/11 14:04:28.775,2019/01/11 14:04:28.775
66,B,2019/01/11 14:04:54.186,2019/01/11 14:04:54.186
64,A,2019/01/11 14:06:34.376,2019/01/11 14:06:34.376
66,C,2019/01/11 14:08:47.948,2019/01/11 14:08:47.948
64,B,2019/01/11 14:10:42.804,2019/01/11 14:10:42.804
66,A,2019/01/11 14:13:49.206,2019/01/11 14:13:49.206
64,C,2019/01/11 14:15:21.983,2019/01/11 14:15:21.983
66,F,2019/01/11 14:18:26.963,2019/01/11 14:18:26.963
64,A,2019/01/11 14:20:01.240,2019/01/11 14:20:01.240
66,D,2019/01/11 14:23:40.676,2019/01/11 14:23:40.676
64,F,2019/01/11 14:24:54.886,2019/01/11 14:24:54.886
66,E,2019/01/11 14:29:06.464,2019/01/11 14:29:06.464
64,D,2019/01/11 14:30:25.547,2019/01/11 14:30:25.547
66,G,2019/01/11 14:33:37.606,2019/01/11 14:33:37.606
64,E,2019/01/11 14:35:36.531,2019/01/11 14:35:36.531
66,H,2019/01/11 14:38:40.457,2019/01/11 14:38:40.457
64,G,2019/01/11 14:40:40.736,2019/01/11 14:40:40.736
64,I,2019/01/11 14:45:56.636,2019/01/11 14:45:56.636
64,J,2019/01/11 14:50:05.801,2019/01/11 14:50:05.801
64,L,2019/01/11 14:54:49.178,2019/01/11 14:54:49.178
64,M,2019/01/11 14:59:15.634,2019/01/11 14:59:15.634
64,O,2019/01/11 15:04:35.874,2019/01/11 15:04:35.874
67,A,2019/01/11 16:00:00.000,2019/01/11 16:00:00.000
68,A,2019/01/11 16:20:00.000,2019/01/11 16:20:00.000
67,F,2019/01/11 16:27:36.003,2019/01/11 16:27:36.003
69,A,2019/01/11 16:40:00.000,2019/01/11 16:40:00.000
68,B,2019/01/11 16:50:37.045,2019/01/11 16:50:37.045
67,D,2019/01/11 16:55:49.853,2019/01/11 16:55:49.853
70,A,2019/01/11 17:00:00.000,2019/01/11 17:00:00.000
69,F,2019/01/11 17:08:40.329,2019/01/11 17:08:40.329
71,A,2019/01/11 17:20:00.000,2019/01/11 17:20:00.000
67,E,2019/01/11 17:24:52.863,2019/01/11 17:24:52.863
68,C,2019/01/11 17:25:15.577,2019/01/11 17:25:15.577
70,B,2019/01/11 17:36:11.829,2019/01/11 17:36:11.829
69,D,2019/01/11 17:37:57.706,2019/01/11 17:37:57.706
72,A,2019/01/11 17:40:00.000,2019/01/11 17:40:00.000
67,G,2019/01/11 17:50:39.774,2019/01/11 17:50:39.774
68,A,2019/01/11 17:54:36.901,2019/01/11 17:54:36.901
71,B,2019/01/11 17:54:38.557,2019/01/11 17:54:38.557
73,A,2019/01/11 18:00:00.000,2019/01/11 18:00:00.000
70,C,2019/01/11 18:03:59.255,2019/01/11 18:03:59.255
72,F,2019/01/11 18:11:51.630,2019/01/11 18:11:51.630
69,E,2019/01/11 18:12:57.814,2019/01/11 18:12:57.814
74,A,2019/01/11 18:20:00.000,2019/01/11 18:20:00.000
68,B,2019/01/11 18:22:27.556,2019/01/11 18:22:27.556
71,C,2019/01/11 18:23:00.423,2019/01/11 18:23:00.423
67,I,2019/01/11 18:23:47.810,2019/01/11 18:23:47.810
73,F,2019/01/11 18:25:19.836,2019/01/11 18:25:19.836
70,A,2019/01/11 18:31:47.470,2019/01/11 18:31:47.470
69,G,2019/01/11 18:36:53.134,2019/01/11 18:36:53.134
75,A,2019/01/11 18:40:00.000,2019/01/11 18:40:00.000
72,D,2019/01/11 18:45:53.873,2019/01/11 18:45:53.873
74,B,2019/01/11 18:46:49.863,2019/01/11 18:46:49.863
68,C,2019/01/11 18:52:11.647,2019/01/11 18:52:11.647
71,A,2019/01/11 18:52:47.226,2019/01/11 18:52:47.226
67,J,2019/01/11 18:55:17.739,2019/01/11 18:55:17.739
73,D,2019/01/11 18:56:18.278,2019/01/11 18:56:18.278
76,A,2019/01/11 19:00:00.000,2019/01/11 19:00:00.000
70,B,2019/01/11 19:05:42.273,2019/01/11 19:05:42.273
69,H,2019/01/11 19:09:10.310,2019/01/11 19:09:10.310
75,B,2019/01/11 19:12:00.348,2019/01/11 19:12:00.348
72,E,2019/01/11 19:18:49.137,2019/01/11 19:18:49.137
74,C,2019/01/11 19:18:51.367,2019/01/11 19:18:51.367
77,A,2019/01/11 19:20:00.000,2019/01/11 19:20:00.000
71,F,2019/01/11 19:20:18.610,2019/01/11 19:20:18.610
67,L,2019/01/11 19:23:19.858,2019/01/11 19:23:19.858
68,A,2019/01/11 19:25:43.209,2019/01/11 19:25:43.209
73,E,2019/01/11 19:30:03.507,2019/01/11 19:30:03.507
76,F,2019/01/11 19:31:07.164,2019/01/11 19:31:07.164
70,C,2019/01/11 19:35:53.502,2019/01/11 19:35:53.502
78,A,2019/01/11 19:40:00.000,2019/01/11 19:40:00.000
74,A,2019/01/11 19:47:33.045,2019/01/11 19:47:33.045
71,D,2019/01/11 19:48:38.579,2019/01/11 19:48:38.579
72,G,2019/01/11 19:48:43.005,2019/01/11 19:48:43.005
75,C,2019/01/11 19:49:31.281,2019/01/11 19:49:31.281
77,B,2019/01/11 19:50:41.915,2019/01/11 19:50:41.915
68,B,2019/01/11 19:53:47.669,2019/01/11 19:53:47.669
67,M,2019/01/11 19:55:08.051,2019/01/11 19:55:08.051
79,A,2019/01/11 20:00:00.000,2019/01/11 20:00:00.000
70,A,2019/01/11 20:00:20.892,2019/01/11 20:00:20.892
73,G,2019/01/11 20:04:07.973,2019/01/11 20:04:07.973
76,D,2019/01/11 20:05:23.275,2019/01/11 20:05:23.275
78,F,2019/01/11 20:10:14.789,2019/01/11 20:10:14.789
77,C,2019/01/11 20:15:04.372,2019/01/11 20:15:04.372
72,H,2019/01/11 20:15:05.406,2019/01/11 20:15:05.406
71,E,2019/01/11 20:18:59.842,2019/01/11 20:18:59.842
80,A,2019/01/11 20:20:00.000,2019/01/11 20:20:00.000
74,F,2019/01/11 20:20:02.066,2019/01/11 20:20:02.066
67,N,2019/01/11 20:24:47.259,2019/01/11 20:24:47.259
75,A,2019/01/11 20:25:27.182,2019/01/11 20:25:27.182
68,C,2019/01/11 20:28:14.247,2019/01/11 20:28:14.247
70,F,2019/01/11 20:30:02.140,2019/01/11 20:30:02.140
79,F,2019/01/11 20:30:23.918,2019/01/11 20:30:23.918
76,E,2019/01/11 20:35:48.091,2019/01/11 20:35:48.091
78,D,2019/01/11 20:37:01.618,2019/01/11 20:37:01.618
73,I,2019/01/11 20:39:05.441,2019/01/11 20:39:05.441
81,A,2019/01/11 20:40:00.000,2019/01/11 20:40:00.000
80,F,2019/01/11 20:43:20.333,2019/01/11 20:43:20.333
77,A,2019/01/11 20:44:21.552,2019/01/11 20:44:21.552
68,A,2019/01/11 20:49:12.388,2019/01/11 20:49:12.388
74,D,2019/01/11 20:49:28.747,2019/01/11 20:49:28.747
71,G,2019/01/11 20:51:08.320,2019/01/11 20:51:08.320
75,B,2019/01/11 20:51:22.885,2019/01/11 20:51:22.885
70,D,2019/01/11 20:53:38.251,2019/01/11 20:53:38.251
82,A,2019/01/11 21:00:00.000,2019/01/11 21:00:00.000
79,D,2019/01/11 21:01:58.924,2019/01/11 21:01:58.924
78,E,2019/01/11 21:05:57.477,2019/01/11 21:05:57.477
81,F,2019/01/11 21:10:03.398,2019/01/11 21:10:03.398
80,D,2019/01/11 21:11:10.988,2019/01/11 21:11:10.988
73,J,2019/01/11 21:11:27.144,2019/01/11 21:11:27.144
76,G,2019/01/11 21:11:38.643,2019/01/11 21:11:38.643
68,F,2019/01/11 21:14:25.700,2019/01/11 21:14:25.700
77,B,2019/01/11 21:17:08.017,2019/01/11 21:17:08.017
83,A,2019/01/11 21:20:00.000,2019/01/11 21:20:00.000
74,E,2019/01/11 21:22:35.934,2019/01/11 21:22:35.934
75,C,2019/01/11 21:23:19.112,2019/01/11 21:23:19.112
70,E,2019/01/11 21:25:19.285,2019/01/11 21:25:19.285
71,H,2019/01/11 21:26:03.220,2019/01/11 21:26:03.220
79,E,2019/01/11 21:33:38.046,2019/01/11 21:33:38.046
82,B,2019/01/11 21:33:50.370,2019/01/11 21:33:50.370
78,G,2019/01/11 21:36:42.759,2019/01/11 21:36:42.759
73,K,2019/01/11 21:36:45.392,2019/01/11 21:36:45.392
84,A,2019/01/11 21:40:00.000,2019/01/11 21:40:00.000
80,E,2019/01/11 21:40:20.750,2019/01/11 21:40:20.750
68,D,2019/01/11 21:40:26.734,2019/01/11 21:40:26.734
81,D,2019/01/11 21:42:09.833,2019/01/11 21:42:09.833
76,I,2019/01/11 21:44:46.794,2019/01/11 21:44:46.794
83,B,2019/01/11 21:48:14.163,2019/01/11 21:48:14.163
77,C,2019/01/11 21:51:22.791,2019/01/11 21:51:22.791
74,G,2019/01/11 21:51:32.044,2019/01/11 21:51:32.044
70,G,2019/01/11 21:58:23.489,2019/01/11 21:58:23.489
75,A,2019/01/11 21:58:26.671,2019/01/11 21:58:26.671
79,G,2019/01/11 21:59:29.979,2019/01/11 21:59:29.979
85,A,2019/01/11 22:00:00.000,2019/01/11 22:00:00.000
84,B,2019/01/11 22:03:19.454,2019/01/11 22:03:19.454
78,H,2019/01/11 22:03:53.516,2019/01/11 22:03:53.516
82,C,2019/01/11 22:05:12.135,2019/01/11 22:05:12.135
73,M,2019/01/11 22:05:43.455,2019/01/11 22:05:43.455
81,E,2019/01/11 22:08:52.320,2019/01/11 22:08:52.320
68,E,2019/01/11 22:11:26.012,2019/01/11 22:11:26.012
83,C,2019/01/11 22:11:38.553,2019/01/11 22:11:38.553
80,G,2019/01/11 22:11:53.502,2019/01/11 22:11:53.502
76,J,2019/01/11 22:15:12.341,2019/01/11 22:15:12.341
74,I,2019/01/11 22:17:26.001,2019/01/11 22:17:26.001
86,A,2019/01/11 22:20:00.000,2019/01/11 22:20:00.000
70,I,2019/01/11 22:24:26.846,2019/01/11 22:24:26.846
77,A,2019/01/11 22:25:16.443,2019/01/11 22:25:16.443
75,F,2019/01/11 22:26:31.527,2019/01/11 22:26:31.527
85,F,2019/01/11 22:29:35.749,2019/01/11 22:29:35.749
